,0,COI?
141,"J. Coresh reports grants from National Institute of Health and National Kidney Foundation and consulting fees from Healthy.io. J. Coresh also reports consultancy: Soma Logic; ownership interest: Healthy.io. A. Doria reports receiving grants from the JDRF and Novo Nordisk Foundation. A. Doria also reports speakers bureau: Novo Nordisk though Aristea “D-zOne Project: Global perspectives for diabetes and obesity management: getting out of the comfort zone?—November, 26th 2021.” M.M. Estrella reports grant to institution from Bayer Inc.; scientific meeting co-chair for National Kidney Foundation; and Editorial board member for <i>American Journal of Kidney Diseases</i> and <i>CJASN</i>. M.M. Estrella reports consultancy: Boehringer-Ingelheim, Inc.; spouse: Castle Biosciences: Isothrive, Medtronic, Phathom Pharmaceuticals, and Sanofi; research funding: Bayer, Inc.; and other interests or relationships: <i>American Journal of Kidney Diseases</i>, <i>CJASN</i>, and National Kidney Foundation. M. Froissart reports consultancy: CSL Vifor. V. Gudnason reports research funding: Novartis. L. Inker reports research grant from Chinook Therapeutics, National Kidney Foundation, NIH/NIDDK, Omeros, and Reata Pharmaceuticals and consulting agreements with Tricida Inc.; advisory role for Alport Foundation—Medical Advisory Council and NKF—Scientific Advisory Board; consultancy to Diamtrix; and other interests or relationships: <i>American Society of Nephrology</i> member, National Kidney Foundation member. R. Kalil reports research grant from Eurofins. R. Kalil reports research funding: Eurofins/Viracor. A.S. Levey reports research from the NIH and NKF to Tufts Medical Center, honoraria for lectures at academic medical centers, advisory board participation for clinical trials of dapagliflozin at AstraZeneca, and royalties from Up-To-Date. M. Mauer reports receiving grant (1R01DK129318) for a pilot study of fenofibrate to prevent kidney function loss in type 1 diabetes. M. Mauer also reports consultancy: Acelink, Acelink Theraputics, Amicus, Avrobio, Chiesi, Freeline Theraputics, Sangano, and Sanofi/Genzyme; research funding: Amicus, Freeline Theraputics, and Sanofi/Genzyme; honoraria: Acelink Theraputics, Amicus, Freeline Therapeutics, and Sanofi/Genzyme; and advisory or leadership role: North American Fabry Registry Board and International Fabry Registry Board. P. Rossing reports receiving honoraria to his institution from Abbott, AstraZeneca, Bayer, Boehringer Ingelheim, Eli Lilly, Gilead, Novo Nordisk, and Sanofi. P. Rossing also reports research funding: AstraZeneca, Bayer, and Novo Nordisk and advisory or leadership role: Astra Zeneca, Bayer, Gilead, Novo Nordisk, all honoraria to institution. J. Seegmiller reports subcontracts from CDC and NIH and participation on data and safety monitoring board for HIV in Nigeria (H3). M.G. Shlipak reports research grant from Bayer Pharmaceuticals, NIA, NIDDK, and NIH-NHLBI; consultancy fees from Cricket Health and Intercept Pharmaceuticals; and honorarium from AstraZeneca, Bayer Pharmaceuticals, and Boehringer Ingelheim. M.G. Shlipak reports research funding: Bayer Pharmaceuticals; honoraria: AstraZeneca, Bayer, and Boeringer Ingelheim; patents or royalties: Kidney Health Monitoring in Hypertension Patients; advisory or leadership role: <i>American Journal of Kidney Disease</i>, <i>Circulation</i>, <i>JASN</i>, and Board Member, Northern California Institute for Research and Education; and other interests or relationships: Committee Member—KDIGO Guidelines Committee. H. Tighiouart reports ownership interest: Bank of America, Cheniere Energy, Citi, Exxon Mobile, Ford, Merck, Oracle, Organon, and TJ Maxx. All remaining authors have nothing to disclose.",
142,"K.-H. Lee reports employment with and research funding from Taipei Veterans General Hospital. S.-y. Li and S.-M. Ou report employment with Taipei Veterans General Hospital. C.-C. Lin reports employment with Taipei Veterans General Hospital, consultancy from WS Far Infrared Company, and honoraria from AstraZeneca, Baxter, and Boehringer Ingelheim. M.-T. Tsai reports employment with Taipei Veterans General Hospital, Taipei, Taiwan; was invited by the Genomics company to deliver a speech on Olink PEA technology in September 2023; and currently serves as the Deputy Chairperson of the Academy and Research Committee for the Taiwan Society of Nephrology.",
143,"L.O. Lerman reports Consultancy: AstraZeneca, Beren Therapeutics, Butterfly Biosciences, and CureSpec; Research Funding: AstraZeneca; Honoraria: AstraZeneca, Butterfly Biosciences, and CureSpec; Patents or Royalties: Cohbar; Stealth Biopharmaceuticals; Advisory or Leadership Role: AstraZeneca, CureSpec; and Other Interests or Relationships: AHA, and NIH. L. Barisoni reports Consultancy: Protalix, Sangamo, Vertex; Honoraria: Protalix, Sangamo, Vertex; Advisory or Leadership Role: Nephcure scientific advisory Board, Nature Review Nephrology, <i>Glomerular Disease Journal</i>; and Other Interests or Relationships: Nephcure. L. Barisoni reports Consultancy: Protalix, Sangamo, Vertex; Honoraria: Protalix, Sangamo, Vertex; Advisory or Leadership Role: Nephcure scientific advisory Board, Nature Review Nephrology, <i>Glomerular Disease Journal</i>; and Other Interests or Relationships: Nephcure. All remaining authors have nothing to disclose.",
144,"R.J.M. Bindels reports Advisory or Leadership Role: REGMED XB Regenerative Medicine Crossing Borders; and Other Interests or Relationships: Scientific Board of the Dutch Kidney Foundation. J.H.F. de Baaij reports Other Interests or Relationships: Research funding from the Dutch Diabetes Research Foundation, the Dutch Kidney Foundation, the Dutch Organization of Scientific Research, and the European Union. J. Deinum reports Speakers Bureau: Health Investment and Prevents. L. Vermeltfoort reports Employer: House of Smart and Jeroen Bosch Ziekenhuis (boyfriend). The remaining author has nothing to disclose.",
145,"C. Baigent reports employment with the University of Oxford, research funding from Boehringer Ingelheim, has served as Chair of the European Society of Cardiology Clinical Practice Guidelines Committee 2020–22, and is a trustee of the UK charity Alport-UK, which supports patients and families with Alport Syndrome. A.S. Butterworth reports research funding from AstraZeneca, Bayer, Biogen, BioMarin, Bioverativ, Merck, Novartis, and Sanofi and honoraria from Novartis. L. Folkersen reports employment with Nucleus Genomics. S. Gustafsson reports employment with Sence Research AB. R. Haynes reports employment with the University of Oxford and research funding from Boehringer-Ingelheim and Novartis. W.G. Herrington reports employment with the University of Oxford; research funding from Boehringer Ingelheim & Lilly; serving as <i>Nephrology Dialysis Transplantation</i> and <i>Clinical Kidney Journal</i> subject editor; and advisory or leadership roles with European Society of Cardiology, KDIGO guideline committee, and UK Kidney Association. M.V. Holmes reports employment with, ownership interest in, and research funding from 23andMe. M.V. Holmes has consulted for Boehringer Ingelheim while he was in role at the University of Oxford. In compliance with the University of Oxford Clinical Trial Service Unit & Epidemiological Studies Unit (CSTU) staff policy, he did not accept personal honoraria or other payments from pharmaceutical companies. CTSU has a staff policy of not accepting honoraria or other payments from the pharmaceutical industry, except for the reimbursement of costs to participate in scientific meetings. A. Malarstig reports employment with Pfizer Worldwide Research and Development, ownership interest in Pfizer Inc., and research funding from Olink Proteomics. G. Pare reports employment with Hamilton Health Sciences; consultancy agreements with Amgen and Bayer; research funding from Bayer; honoraria from Amgen, Bayer, and Sanofi; and advisory or leadership roles for Amgen, Bayer, and Sanofi. R. Sardell's spouse reports employment with, consultancy agreements with, ownership interest in, and research funding from Precision Life. N. Staplin reports research funding from Boehringer Ingelheim and Novo Nordisk. Q. Wang reports employment with GSK. The remaining authors have nothing to disclose.",
146,"P. Gao reports employment with Population Health Research Institute and institutional grants from the AstraZeneca, Cadila Pharmaceuticals, Canadian Institutes of Health Research, Heart and Stroke Foundation of Ontario, and Wellcome Trust related to the TIPS-3 or HOPE-3 studies (or both). P. Joseph reports institutional grants from the AstraZeneca, Cadila Pharmaceuticals, Canadian Institutes of Health Research, Heart and Stroke Foundation of Ontario, and Wellcome Trust related to the TIPS-3 or HOPE-3 studies (or both). R. Malekzadeh reports institutional grant funding from Alborz Darou, Barakat Foundation, and Tehran University of Medical Sciences related to the PolyIran study. J.F.E. Mann reports employment with KfH Nierenzentrum; consultancy for AstraZeneca, Bayer, Boehringer, Novo Nordisk, and UpToDate; research funding from AstraZeneca, Bayer, European Union, Idorsia, Novo Nordisk, and Sanofi; and speakers bureau for AstraZeneca, Bayer, Novartis, and Novo Nordisk. P. Pais reports research funding from Cadila Pharma India Ltd and speakers bureau for Eli Lilly. G. Roshandel reports institutional grant funding from Alborz Darou, Barakat Foundation, and Tehran University of Medical Sciences related to the PolyIran study. S. Yusuf reports research funding from AstraZeneca, Bayer, Boehringer Ingelheim, and Cadila; grants from the AstraZeneca, Cadila Pharmaceuticals, Canadian Institutes of Health Research, and Wellcome Trust related to conducting the HOPE-3 or TIPS-3 studies; and honoraria and reimbursement for travel expenses from AstraZeneca, Bayer, Boehringer Ingelheim, and Ferrer. All remaining authors have nothing to disclose.",
147,"<b>Financial Disclosure:</b> MK reports grants from the National Institute of Diabetes and Digestive and Kidney Diseases in support of this manuscript. Grants and contracts outside the submitted work through the University of Michigan with National Institutes of Health, JDRF, Chan Zuckerberg Initiative, AstraZeneca, NovoNordisk, Eli Lilly, Gilead, Goldfinch Bio, Janssen, Boehringer-Ingelheim, Moderna, European Union Innovative Medicine Initiative, Certa, Chinook, amfAR, Angion, RenalytixAI, Travere, Regeneron and IONIS. MK reports consulting fees through the University of Michigan from Astellas, Poxel, Janssen and UCB. In addition, MK has a patent PCT/EP2014/073413 “Biomarkers and methods for progression prediction for chronic kidney disease” licensed. The other authors declare that they have no relevant financial interests.",
148,"A.D. Rule reports Patents or Royalties: UpToDate; and Advisory or Leadership Role: <i>JASN</i>—Associate Editor, Mayo Clinic Proceedings—Section Editor, NIDDK—Urological Diseases of America Contract Management Board. All remaining authors have nothing to disclose. Because Andrew Rule is an editor of the <i>Journal of the American Society of Nephrology</i>, he was not involved in the peer review process for this manuscript. A guest editor oversaw the peer review and decision-making process for this manuscript.",
149,"J.-X. Bei reports Ownership Interest: Junshi Ltd.; and Patents or Royalties: Sun Yat-sen University Cancer Center. G.-R. Jiang reports Research Funding: Fibrogen. J. Lee reports Consultancy: Boehringer Ingelheim; and Advisory or Leadership Role: ThoughtFull World Pte. Ltd. E.S. Tai reports Consultancy: Farma Mondo S.A., Novartis Singapore Pte. Ltd., and Kowa Pharmaceutical Asia Pte. Ltd.; Ownership Interest: Abbott, Abbvie, and Novavax; Honoraria: As listed under consultancy agreements; and Speakers Bureau: as listed under consultancy agreements. E.-K. Tan reports Research Funding: YiQi Company; and Honoraria: Academic activities (Esai) and Editorial duties (Elsevier). H. Zhang reports Consultancy: Calliditas, Chinook, Novartis, OMEROS, and Ostuka; and Advisory or Leadership Role: Ostuka. All remaining authors have nothing to disclose.",
150,"V. Audard reports consultancy for Advisory boards of Addmledica, Alnylam, AstraZeneca, Bayer, and Vifor pharma; honoraria for Advisory boards for Addmledica, Alnylam, AstraZeneca, Bayer, and Vifor pharma; and advisory or leadership roles on Advisory boards for Addmledica, Alnylam, AstraZeneca, Bayer, and Vifor pharma. F. Bridoux reports research funding from Baxter and Janssen; honoraria from AstraZeneca, Janssen, and Sanofi; advisory or leadership roles for AstraZeneca, Attralus, Janssen, Novartis, and Prothena; and speakers bureau for AstraZeneca, Janssen, and Sanofi. V. Esnault reports consultancy from Alexion, AstraZeneca, Bayer, BMS-Pfizer, Boehringer-Ingelheim, and Novartis; research funding from AstraZeneca, BMS-Pfizer, Boehringer-Ingelheim, Hemotech, and Novartis; honoraria from Alexion, Amgen, Bayer, BMS-Pfizer, Boehringer-Ingelheim, Fresenius, Lilly, and Novartis; and advisory or leadership roles for AstraZeneca, Bayer, and Boehringer-Ingelheim. V. Frémeaux-Bacchi served as consultant for Alexion Pharmaceuticals, Apellis, BioCryps, Novartis, Roche, Sobi, and UCB; reports research funding from Alexion Pharmaceuticals; honoraria from Alexion Pharmaceuticals, Apellis, BioCryps, Novartis, Roche, Sobi, and UCB; and advisory or leadership roles for Alexion Pharmaceuticals, Apellis, BioCryps, Novartis, and Sobi. N. Jourde-Chiche reports consultancy for Alexion, GSK, Otsuka, and Vifor and role as a Otsuka advisory board member (paid) and Vifor advisory board member (paid). A. Karras reports consultancy for Alnylam, GSK, Novartis, Otsuka, and Vifor; honoraria from AstraZeneca, Bohringer-Ingelheim, GSK, Novartis, Otsuka, Pfizer, and Vifor; advisory or leadership role for Novartis, Otsuka, and Vifor; and speakers bureau for AstraZeneca, Boehringer-Ingelheim, Otsuka, Pfizer, and Vifor. M. Le Quintrec reports consultancy for Alexion, GSK, Novartis, and Sanofi; research funding from Alexion and Sanofi; honoraria from Alexion, Astellas, GSK, Novartis, and Sanofi; and advisory or leadership role for Novartis French board. F. Provot reports consultancy from Alexion, Astellas, and Sanofi and advisory or leadership roles for Novartis, Sanofi, and Takeda. P. Remy reports honoraria from Biogen and BMS. A. Servais reports consultancy for Chiesi; honoraria from Alexion, Chiesi, Recordati, and Vertex; and advisory or leadership role for Novartis. E. Thervet reports consultancy for Pfizer and Vifor; research funding from Alexion and GSK; and honoraria from Pfizer and Vifor. J. Zuber reports consultancy for Alexion Pharma and honoraria from Alexion Pharmaceuticals and BMS Pharmaceuticals. All remaining authors have nothing to disclose.",
