,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"Annette C. and Harold C. Simmons Transplant Institute, Baylor University Medical Center, Dallas, TX.","{'entity_group': 'ORG', 'score': 0.99054164, 'word': 'Annette C. and Harold C. Simmons Transplant Institute', 'start': 0, 'end': 53}","{'entity_group': 'ORG', 'score': 0.5025382, 'word': 'Bay', 'start': 55, 'end': 58}","{'entity_group': 'LOC', 'score': 0.756458, 'word': 'lor', 'start': 58, 'end': 61}","{'entity_group': 'ORG', 'score': 0.6581404, 'word': 'University', 'start': 62, 'end': 72}","{'entity_group': 'LOC', 'score': 0.90559137, 'word': 'Medical Center', 'start': 73, 'end': 87}","{'entity_group': 'LOC', 'score': 0.999941, 'word': 'Dallas', 'start': 89, 'end': 95}","{'entity_group': 'LOC', 'score': 0.9996556, 'word': 'TX', 'start': 97, 'end': 99}",,,,,,,,
"Division of General Internal Medicine, School of Medicine, Duke University, Durham, North Carolina. Electronic address: joseph.lunyera@duke.edu.","{'entity_group': 'ORG', 'score': 0.9961264, 'word': 'Division of General Internal Medicine', 'start': 0, 'end': 37}","{'entity_group': 'ORG', 'score': 0.9696904, 'word': 'School of Medicine', 'start': 39, 'end': 57}","{'entity_group': 'ORG', 'score': 0.99943066, 'word': 'Duke University', 'start': 59, 'end': 74}","{'entity_group': 'LOC', 'score': 0.99996924, 'word': 'Durham', 'start': 76, 'end': 82}","{'entity_group': 'LOC', 'score': 0.9999902, 'word': 'North Carolina', 'start': 84, 'end': 98}","{'entity_group': 'PER', 'score': 0.99731946, 'word': 'joseph', 'start': 120, 'end': 126}","{'entity_group': 'PER', 'score': 0.9928573, 'word': 'lunyera', 'start': 127, 'end': 134}","{'entity_group': 'ORG', 'score': 0.94632447, 'word': 'duke.edu', 'start': 135, 'end': 143}",,,,,,,
"Department of Medicine, Mayo Clinical, Rochester, Minnesota, USA.","{'entity_group': 'ORG', 'score': 0.9647419, 'word': 'Department of Medicine', 'start': 0, 'end': 22}","{'entity_group': 'ORG', 'score': 0.86284214, 'word': 'Mayo Clinical', 'start': 24, 'end': 37}","{'entity_group': 'LOC', 'score': 0.9999442, 'word': 'Rochester', 'start': 39, 'end': 48}","{'entity_group': 'LOC', 'score': 0.99997437, 'word': 'Minnesota', 'start': 50, 'end': 59}","{'entity_group': 'LOC', 'score': 0.9999778, 'word': 'USA', 'start': 61, 'end': 64}",,,,,,,,,,
"GlaxoSmithKline, GSK House, Brentford, United Kingdom.","{'entity_group': 'ORG', 'score': 0.99999285, 'word': 'GlaxoSmithKline', 'start': 0, 'end': 15}","{'entity_group': 'LOC', 'score': 0.9376195, 'word': 'GSK House', 'start': 17, 'end': 26}","{'entity_group': 'LOC', 'score': 0.9998945, 'word': 'Brentford', 'start': 28, 'end': 37}","{'entity_group': 'LOC', 'score': 0.99999744, 'word': 'United Kingdom', 'start': 39, 'end': 53}",,,,,,,,,,,
"Division of Gastroenterology and Hepatology, Northwestern University Feinberg School of Medicine, Chicago, IL.","{'entity_group': 'ORG', 'score': 0.96899956, 'word': 'Division of Gastroenterology and Hepatology', 'start': 0, 'end': 43}","{'entity_group': 'ORG', 'score': 0.99980116, 'word': 'Northwestern University', 'start': 45, 'end': 68}","{'entity_group': 'LOC', 'score': 0.6674652, 'word': 'Fe', 'start': 69, 'end': 71}","{'entity_group': 'ORG', 'score': 0.6099468, 'word': 'in', 'start': 71, 'end': 73}","{'entity_group': 'LOC', 'score': 0.73585427, 'word': 'berg School of Medicine', 'start': 73, 'end': 96}","{'entity_group': 'LOC', 'score': 0.9999782, 'word': 'Chicago', 'start': 98, 'end': 105}","{'entity_group': 'LOC', 'score': 0.99994326, 'word': 'IL', 'start': 107, 'end': 109}",,,,,,,,
"Division of Nephrology and Hypertension, Feinberg School of Medicine, Northwestern University, Chicago, Illinois","{'entity_group': 'ORG', 'score': 0.9965544, 'word': 'Division of Nephrology and Hypertension', 'start': 0, 'end': 39}","{'entity_group': 'LOC', 'score': 0.89409924, 'word': 'Feinberg School of Medicine', 'start': 41, 'end': 68}","{'entity_group': 'ORG', 'score': 0.9996948, 'word': 'Northwestern University', 'start': 70, 'end': 93}","{'entity_group': 'LOC', 'score': 0.99995315, 'word': 'Chicago', 'start': 95, 'end': 102}","{'entity_group': 'LOC', 'score': 0.9999807, 'word': 'Illinois', 'start': 104, 'end': 112}",,,,,,,,,,
"Division of Nephrology, Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, Maryland.","{'entity_group': 'ORG', 'score': 0.9584546, 'word': 'Division of Nephrology', 'start': 0, 'end': 22}","{'entity_group': 'ORG', 'score': 0.6352069, 'word': 'Department of Medicine', 'start': 24, 'end': 46}","{'entity_group': 'ORG', 'score': 0.80690736, 'word': 'Johns Hopkins University', 'start': 48, 'end': 72}","{'entity_group': 'LOC', 'score': 0.7479501, 'word': 'School of Medicine', 'start': 73, 'end': 91}","{'entity_group': 'LOC', 'score': 0.9999831, 'word': 'Baltimore', 'start': 93, 'end': 102}","{'entity_group': 'LOC', 'score': 0.9999826, 'word': 'Maryland', 'start': 104, 'end': 112}",,,,,,,,,
"Department of Immunology and Inflammation, Faculty Medicine, Imperial College London, London, UK. Electronic address: c.roufosse@imperial.ac.uk.","{'entity_group': 'ORG', 'score': 0.99966156, 'word': 'Department of Immunology and Inflammation', 'start': 0, 'end': 41}","{'entity_group': 'ORG', 'score': 0.91803646, 'word': 'Faculty Medicine', 'start': 43, 'end': 59}","{'entity_group': 'ORG', 'score': 0.9999282, 'word': 'Imperial College London', 'start': 61, 'end': 84}","{'entity_group': 'LOC', 'score': 0.999997, 'word': 'London', 'start': 86, 'end': 92}","{'entity_group': 'LOC', 'score': 0.9999949, 'word': 'UK', 'start': 94, 'end': 96}","{'entity_group': 'PER', 'score': 0.9815923, 'word': 'c.roufosse', 'start': 118, 'end': 128}","{'entity_group': 'ORG', 'score': 0.9996469, 'word': 'imperial', 'start': 129, 'end': 137}","{'entity_group': 'ORG', 'score': 0.9313327, 'word': 'ac', 'start': 138, 'end': 140}","{'entity_group': 'ORG', 'score': 0.7558882, 'word': 'uk.', 'start': 141, 'end': 144}",,,,,,
"Mayo Clinic, Rochester, Minnesota.","{'entity_group': 'ORG', 'score': 0.99981195, 'word': 'Mayo Clinic', 'start': 0, 'end': 11}","{'entity_group': 'LOC', 'score': 0.99997914, 'word': 'Rochester', 'start': 13, 'end': 22}","{'entity_group': 'LOC', 'score': 0.9999863, 'word': 'Minnesota', 'start': 24, 'end': 33}",,,,,,,,,,,,
"Transplant Research, Providence Health Research Institute, Vancouver, British Columbia, Canada","{'entity_group': 'ORG', 'score': 0.98891884, 'word': 'Transplant Research', 'start': 0, 'end': 19}","{'entity_group': 'ORG', 'score': 0.99999034, 'word': 'Providence Health Research Institute', 'start': 21, 'end': 57}","{'entity_group': 'LOC', 'score': 0.9999502, 'word': 'Vancouver', 'start': 59, 'end': 68}","{'entity_group': 'LOC', 'score': 0.9999825, 'word': 'British Columbia', 'start': 70, 'end': 86}","{'entity_group': 'LOC', 'score': 0.9999938, 'word': 'Canada', 'start': 88, 'end': 94}",,,,,,,,,,
"Department of Pathology, Columbia University Irving Medical Center, New York, New York, USA.","{'entity_group': 'LOC', 'score': 0.92363834, 'word': 'Columbia University Irving Medical Center', 'start': 25, 'end': 66}","{'entity_group': 'LOC', 'score': 0.9999817, 'word': 'New York', 'start': 68, 'end': 76}","{'entity_group': 'LOC', 'score': 0.99997777, 'word': 'New York', 'start': 78, 'end': 86}","{'entity_group': 'LOC', 'score': 0.9999689, 'word': 'USA', 'start': 88, 'end': 91}",,,,,,,,,,,
"Section of Cardiovascular Critical Care, Department of Cardiovascular and Thoracic Surgery, West Virginia University, Morgantown, West Virginia.","{'entity_group': 'ORG', 'score': 0.6401854, 'word': 'Section', 'start': 0, 'end': 7}","{'entity_group': 'ORG', 'score': 0.56697756, 'word': 'Cardio', 'start': 11, 'end': 17}","{'entity_group': 'ORG', 'score': 0.6674713, 'word': 'Critic', 'start': 26, 'end': 32}","{'entity_group': 'ORG', 'score': 0.6009939, 'word': 'Care', 'start': 35, 'end': 39}","{'entity_group': 'ORG', 'score': 0.9936127, 'word': 'Department of Cardiovascular and Thoracic Surgery', 'start': 41, 'end': 90}","{'entity_group': 'ORG', 'score': 0.99997026, 'word': 'West Virginia University', 'start': 92, 'end': 116}","{'entity_group': 'LOC', 'score': 0.9999402, 'word': 'Morgantown', 'start': 118, 'end': 128}","{'entity_group': 'LOC', 'score': 0.9999862, 'word': 'West Virginia', 'start': 130, 'end': 143}",,,,,,,
"Department of Medicine, University of Chicago Medicine, Chicago, Illinois.","{'entity_group': 'ORG', 'score': 0.99705404, 'word': 'Department of Medicine', 'start': 0, 'end': 22}","{'entity_group': 'ORG', 'score': 0.9942986, 'word': 'University of Chicago Medicine', 'start': 24, 'end': 54}","{'entity_group': 'LOC', 'score': 0.9999925, 'word': 'Chicago', 'start': 56, 'end': 63}","{'entity_group': 'LOC', 'score': 0.99998975, 'word': 'Illinois', 'start': 65, 'end': 73}",,,,,,,,,,,
"Division of Liver and Transplantation Pathology, Department of Pathology, University of Pittsburgh, Pittsburgh, PA.","{'entity_group': 'ORG', 'score': 0.99664724, 'word': 'Division of Liver and Transplantation Pathology', 'start': 0, 'end': 47}","{'entity_group': 'ORG', 'score': 0.99821997, 'word': 'Department of Pathology', 'start': 49, 'end': 72}","{'entity_group': 'ORG', 'score': 0.99995977, 'word': 'University of Pittsburgh', 'start': 74, 'end': 98}","{'entity_group': 'LOC', 'score': 0.9989392, 'word': 'Pittsburgh', 'start': 100, 'end': 110}","{'entity_group': 'LOC', 'score': 0.99740595, 'word': 'PA', 'start': 112, 'end': 114}",,,,,,,,,,
"Department of Laboratory Medicine and Pathology, University of Alberta, Edmonton, Alberta, Canada.","{'entity_group': 'ORG', 'score': 0.99471325, 'word': 'Department of Laboratory Medicine and Pathology', 'start': 0, 'end': 47}","{'entity_group': 'ORG', 'score': 0.999905, 'word': 'University of Alberta', 'start': 49, 'end': 70}","{'entity_group': 'LOC', 'score': 0.99994534, 'word': 'Edmonton', 'start': 72, 'end': 80}","{'entity_group': 'LOC', 'score': 0.9999736, 'word': 'Alberta', 'start': 82, 'end': 89}","{'entity_group': 'LOC', 'score': 0.9999918, 'word': 'Canada', 'start': 91, 'end': 97}",,,,,,,,,,
"Vilnius University Clinic for Children's Diseases, Vilnius, Lithuania.","{'entity_group': 'ORG', 'score': 0.9654294, 'word': 'Vilnius University Clinic for Children', 'start': 0, 'end': 38}","{'entity_group': 'ORG', 'score': 0.93126273, 'word': 's Diseases', 'start': 39, 'end': 49}","{'entity_group': 'LOC', 'score': 0.9999882, 'word': 'Vilnius', 'start': 51, 'end': 58}","{'entity_group': 'LOC', 'score': 0.99998915, 'word': 'Lithuania', 'start': 60, 'end': 69}",,,,,,,,,,,
"3III, Department of Internal Medicine, University Medical Center Hamburg, Eppendorf, Hamburg, Germany. Electronic address: e.hoxha@uke.de.","{'entity_group': 'ORG', 'score': 0.79807305, 'word': 'Department of Internal Medicine', 'start': 6, 'end': 37}","{'entity_group': 'ORG', 'score': 0.9797172, 'word': 'University Medical Center Hamburg', 'start': 39, 'end': 72}","{'entity_group': 'LOC', 'score': 0.99980617, 'word': 'Eppendorf', 'start': 74, 'end': 83}","{'entity_group': 'LOC', 'score': 0.99996614, 'word': 'Hamburg', 'start': 85, 'end': 92}","{'entity_group': 'LOC', 'score': 0.9999893, 'word': 'Germany', 'start': 94, 'end': 101}","{'entity_group': 'PER', 'score': 0.98701733, 'word': 'e.hoxha', 'start': 123, 'end': 130}","{'entity_group': 'ORG', 'score': 0.94697696, 'word': 'uke.de', 'start': 131, 'end': 137}",,,,,,,,
"Department of Emergency Medicine, University of Manitoba, Winnipeg, Manitoba, Canada","{'entity_group': 'ORG', 'score': 0.9724862, 'word': 'Department of Emergency Medicine', 'start': 0, 'end': 32}","{'entity_group': 'ORG', 'score': 0.99976695, 'word': 'University of Manitoba', 'start': 34, 'end': 56}","{'entity_group': 'LOC', 'score': 0.99988365, 'word': 'Winnipeg', 'start': 58, 'end': 66}","{'entity_group': 'LOC', 'score': 0.99998134, 'word': 'Manitoba', 'start': 68, 'end': 76}","{'entity_group': 'LOC', 'score': 0.9999912, 'word': 'Canada', 'start': 78, 'end': 84}",,,,,,,,,,
"Department of Nephrology, Charité Universitätsmedizin, Berlin, Germany.","{'entity_group': 'ORG', 'score': 0.93163204, 'word': 'Department of Nephrology', 'start': 0, 'end': 24}","{'entity_group': 'ORG', 'score': 0.9998191, 'word': 'Charité Universitätsmedizin', 'start': 26, 'end': 53}","{'entity_group': 'LOC', 'score': 0.9999207, 'word': 'Berlin', 'start': 55, 'end': 61}","{'entity_group': 'LOC', 'score': 0.9999963, 'word': 'Germany', 'start': 63, 'end': 70}",,,,,,,,,,,
"Department of Nephrology and Transplantation, Strasbourg University Hospital","{'entity_group': 'ORG', 'score': 0.9928819, 'word': 'Department of Nephrology and Transplantation', 'start': 0, 'end': 44}","{'entity_group': 'LOC', 'score': 0.9987571, 'word': 'Strasbourg University Hospital', 'start': 46, 'end': 76}",,,,,,,,,,,,,
"UMR INSERM 1092, RESINFIT, Limoges University hospital 2. Limoges, France.","{'entity_group': 'MISC', 'score': 0.6090905, 'word': 'INSER', 'start': 4, 'end': 9}","{'entity_group': 'LOC', 'score': 0.99982023, 'word': 'Limoges University', 'start': 27, 'end': 45}","{'entity_group': 'LOC', 'score': 0.99999666, 'word': 'Limoges', 'start': 58, 'end': 65}","{'entity_group': 'LOC', 'score': 0.999997, 'word': 'France', 'start': 67, 'end': 73}",,,,,,,,,,,
"College of Health Professionals, Central Michigan University, Mount Pleasant, Michigan.","{'entity_group': 'ORG', 'score': 0.99999064, 'word': 'College of Health Professionals', 'start': 0, 'end': 31}","{'entity_group': 'ORG', 'score': 0.99998665, 'word': 'Central Michigan University', 'start': 33, 'end': 60}","{'entity_group': 'LOC', 'score': 0.99997365, 'word': 'Mount Pleasant', 'start': 62, 'end': 76}","{'entity_group': 'LOC', 'score': 0.99995124, 'word': 'Michigan', 'start': 78, 'end': 86}","{'entity_group': 'ORG', 'score': 0.68694454, 'word': '.', 'start': 86, 'end': 87}",,,,,,,,,,
"University of Maryland School of Medicine, Baltimore, Maryland, USA.","{'entity_group': 'ORG', 'score': 0.9017468, 'word': 'University of Maryland School of Medicine', 'start': 0, 'end': 41}","{'entity_group': 'LOC', 'score': 0.99998116, 'word': 'Baltimore', 'start': 43, 'end': 52}","{'entity_group': 'LOC', 'score': 0.99998504, 'word': 'Maryland', 'start': 54, 'end': 62}","{'entity_group': 'LOC', 'score': 0.99998474, 'word': 'USA', 'start': 64, 'end': 67}",,,,,,,,,,,
"Sackler Faculty of Medicine, Tel-Aviv University, Tel-Aviv, Safed","{'entity_group': 'ORG', 'score': 0.8647325, 'word': 'Sackler Facul', 'start': 0, 'end': 13}","{'entity_group': 'ORG', 'score': 0.703429, 'word': 'of Medicine', 'start': 16, 'end': 27}","{'entity_group': 'ORG', 'score': 0.99935055, 'word': 'Tel-Aviv University', 'start': 29, 'end': 48}","{'entity_group': 'LOC', 'score': 0.9999846, 'word': 'Tel-Aviv', 'start': 50, 'end': 58}","{'entity_group': 'LOC', 'score': 0.98469925, 'word': 'Safed', 'start': 60, 'end': 65}",,,,,,,,,,
"Division of Clinical Immunology and Allergy, St. Michael's Hospital, Toronto, Ontario, Canada","{'entity_group': 'ORG', 'score': 0.99522877, 'word': 'Division of Clinical Immunology and Allergy', 'start': 0, 'end': 43}","{'entity_group': 'LOC', 'score': 0.9998423, 'word': 'St', 'start': 45, 'end': 47}","{'entity_group': 'LOC', 'score': 0.9994227, 'word': ""Michael's Hospital"", 'start': 49, 'end': 67}","{'entity_group': 'LOC', 'score': 0.9999839, 'word': 'Toronto', 'start': 69, 'end': 76}","{'entity_group': 'LOC', 'score': 0.99998677, 'word': 'Ontario', 'start': 78, 'end': 85}","{'entity_group': 'LOC', 'score': 0.99999356, 'word': 'Canada', 'start': 87, 'end': 93}",,,,,,,,,
"Thoracic Surgery Department, Foch Hospital, Suresnes, France.","{'entity_group': 'ORG', 'score': 0.7306224, 'word': 'Thor', 'start': 0, 'end': 4}","{'entity_group': 'ORG', 'score': 0.6520002, 'word': 'cic', 'start': 5, 'end': 8}","{'entity_group': 'ORG', 'score': 0.5841135, 'word': 'Department', 'start': 17, 'end': 27}","{'entity_group': 'LOC', 'score': 0.9999859, 'word': 'Foch Hospital', 'start': 29, 'end': 42}","{'entity_group': 'LOC', 'score': 0.99995375, 'word': 'Suresnes', 'start': 44, 'end': 52}","{'entity_group': 'LOC', 'score': 0.99999785, 'word': 'France', 'start': 54, 'end': 60}",,,,,,,,,
"Department of Medicine, Yale School of Medicine, New Haven, CT.","{'entity_group': 'ORG', 'score': 0.97994584, 'word': 'Department of Medicine', 'start': 0, 'end': 22}","{'entity_group': 'ORG', 'score': 0.81168294, 'word': 'Yale School of', 'start': 24, 'end': 38}","{'entity_group': 'LOC', 'score': 0.63680136, 'word': 'Medicine', 'start': 39, 'end': 47}","{'entity_group': 'LOC', 'score': 0.9999859, 'word': 'New Haven', 'start': 49, 'end': 58}","{'entity_group': 'LOC', 'score': 0.9998814, 'word': 'CT', 'start': 60, 'end': 62}",,,,,,,,,,
"Division of Transplantation Surgery, Department of Clinical Science, Intervention and Technology (CLINTEC), Karolinska Institute, Stockholm, Sweden.","{'entity_group': 'ORG', 'score': 0.9749046, 'word': 'Division of Transplantation Surgery', 'start': 0, 'end': 35}","{'entity_group': 'ORG', 'score': 0.999698, 'word': 'Department of Clinical Science, Intervention and Technology', 'start': 37, 'end': 96}","{'entity_group': 'ORG', 'score': 0.9998949, 'word': 'CLINTEC', 'start': 98, 'end': 105}","{'entity_group': 'ORG', 'score': 0.99991685, 'word': 'Karolinska Institute', 'start': 108, 'end': 128}","{'entity_group': 'LOC', 'score': 0.9998318, 'word': 'Stockholm', 'start': 130, 'end': 139}","{'entity_group': 'LOC', 'score': 0.9999956, 'word': 'Sweden', 'start': 141, 'end': 147}","{'entity_group': 'ORG', 'score': 0.51274294, 'word': '.', 'start': 147, 'end': 148}",,,,,,,,
"Department of Nephrology, Hospital Universitari de Bellvitge, University of Barcelona, Barcelona, Spain.","{'entity_group': 'ORG', 'score': 0.971517, 'word': 'Department of Nephrology', 'start': 0, 'end': 24}","{'entity_group': 'LOC', 'score': 0.9979874, 'word': 'Hospital Universitari de Bellvitge', 'start': 26, 'end': 60}","{'entity_group': 'ORG', 'score': 0.99324113, 'word': 'University of Barcelona', 'start': 62, 'end': 85}","{'entity_group': 'LOC', 'score': 0.99999607, 'word': 'Barcelona', 'start': 87, 'end': 96}","{'entity_group': 'LOC', 'score': 0.9999963, 'word': 'Spain', 'start': 98, 'end': 103}",,,,,,,,,,
"Certe, Division of Clinical Chemistry, Martini Hospital, Groningen, The Netherlands.","{'entity_group': 'ORG', 'score': 0.9917646, 'word': 'Division of Clinical Chemistry', 'start': 7, 'end': 37}","{'entity_group': 'LOC', 'score': 0.99971986, 'word': 'Martini Hospital', 'start': 39, 'end': 55}","{'entity_group': 'LOC', 'score': 0.99988925, 'word': 'Groningen', 'start': 57, 'end': 66}","{'entity_group': 'LOC', 'score': 0.9999887, 'word': 'The Netherlands', 'start': 68, 'end': 83}",,,,,,,,,,,
"Department of Nephrology, CHU Dijon, Dijon, France.","{'entity_group': 'ORG', 'score': 0.9877561, 'word': 'Department of Nephrology', 'start': 0, 'end': 24}","{'entity_group': 'ORG', 'score': 0.9424086, 'word': 'CHU Dijon', 'start': 26, 'end': 35}","{'entity_group': 'LOC', 'score': 0.9999959, 'word': 'Dijon', 'start': 37, 'end': 42}","{'entity_group': 'LOC', 'score': 0.9999981, 'word': 'France', 'start': 44, 'end': 50}",,,,,,,,,,,
"Division of Nephrology, Department of Medicine, McMaster University, Hamilton","{'entity_group': 'ORG', 'score': 0.98720664, 'word': 'Division of Nephrology', 'start': 0, 'end': 22}","{'entity_group': 'ORG', 'score': 0.9876313, 'word': 'Department of Medicine', 'start': 24, 'end': 46}","{'entity_group': 'ORG', 'score': 0.9982675, 'word': 'McMaster University', 'start': 48, 'end': 67}","{'entity_group': 'LOC', 'score': 0.9996457, 'word': 'Hamilton', 'start': 69, 'end': 77}",,,,,,,,,,,
"Department of Cardiovascular Surgery, Sapporo Medical University, Sapporo, Japan","{'entity_group': 'ORG', 'score': 0.69739217, 'word': 'Department of Cardiovas', 'start': 0, 'end': 23}","{'entity_group': 'ORG', 'score': 0.611112, 'word': 'Sur', 'start': 29, 'end': 32}","{'entity_group': 'ORG', 'score': 0.99958783, 'word': 'Sapporo Medical University', 'start': 38, 'end': 64}","{'entity_group': 'LOC', 'score': 0.99998885, 'word': 'Sapporo', 'start': 66, 'end': 73}","{'entity_group': 'LOC', 'score': 0.9999962, 'word': 'Japan', 'start': 75, 'end': 80}",,,,,,,,,,
"Department of Cardiology, Columbia University Irving Medical Center, New York, USA.","{'entity_group': 'ORG', 'score': 0.92804205, 'word': 'Department of Cardiology', 'start': 0, 'end': 24}","{'entity_group': 'LOC', 'score': 0.94232076, 'word': 'Columbia University Irving Medical Center', 'start': 26, 'end': 67}","{'entity_group': 'LOC', 'score': 0.9999921, 'word': 'New York', 'start': 69, 'end': 77}","{'entity_group': 'LOC', 'score': 0.9999858, 'word': 'USA', 'start': 79, 'end': 82}",,,,,,,,,,,
"Division of Hematology and Oncology, Department of Internal Medicine, University of California Davis School of Medicine, Sacramento, California, USA.","{'entity_group': 'ORG', 'score': 0.8948184, 'word': 'Division of Hematology and Oncology', 'start': 0, 'end': 35}","{'entity_group': 'ORG', 'score': 0.9684577, 'word': 'Department of Internal Medicine', 'start': 37, 'end': 68}","{'entity_group': 'ORG', 'score': 0.8496833, 'word': 'University of California Davis School of Medicine', 'start': 70, 'end': 119}","{'entity_group': 'LOC', 'score': 0.9999619, 'word': 'Sacramento', 'start': 121, 'end': 131}","{'entity_group': 'LOC', 'score': 0.9999807, 'word': 'California', 'start': 133, 'end': 143}","{'entity_group': 'LOC', 'score': 0.999967, 'word': 'USA', 'start': 145, 'end': 148}",,,,,,,,,
"NHMRC Clinical Trials Centre, University of Sydney, Camperdown, Australia.","{'entity_group': 'ORG', 'score': 0.99861145, 'word': 'NHMRC', 'start': 0, 'end': 5}","{'entity_group': 'ORG', 'score': 0.9991741, 'word': 'University of Sydney', 'start': 30, 'end': 50}","{'entity_group': 'LOC', 'score': 0.9994047, 'word': 'Camperdown', 'start': 52, 'end': 62}","{'entity_group': 'LOC', 'score': 0.99999547, 'word': 'Australia', 'start': 64, 'end': 73}",,,,,,,,,,,
"Department of Medicine, Division of Nephrology, Vagelos College of Physicians & Surgeons, Columbia University, New York, New York.","{'entity_group': 'ORG', 'score': 0.99615055, 'word': 'Department of Medicine', 'start': 0, 'end': 22}","{'entity_group': 'ORG', 'score': 0.9931639, 'word': 'Division of Nephrology', 'start': 24, 'end': 46}","{'entity_group': 'ORG', 'score': 0.9996987, 'word': 'Vagelos College of Physicians & Surgeons', 'start': 48, 'end': 88}","{'entity_group': 'ORG', 'score': 0.9995789, 'word': 'Columbia University', 'start': 90, 'end': 109}","{'entity_group': 'LOC', 'score': 0.99998456, 'word': 'New York', 'start': 111, 'end': 119}","{'entity_group': 'LOC', 'score': 0.9999797, 'word': 'New York', 'start': 121, 'end': 129}","{'entity_group': 'ORG', 'score': 0.75499636, 'word': '.', 'start': 129, 'end': 130}",,,,,,,,
"Department of Cardiology, National and Kapodistrian University of Athens School of Medicine, Athens University, Athens, Greece.","{'entity_group': 'ORG', 'score': 0.8248991, 'word': 'Department', 'start': 0, 'end': 10}","{'entity_group': 'ORG', 'score': 0.96601653, 'word': 'Cardiology', 'start': 14, 'end': 24}","{'entity_group': 'ORG', 'score': 0.97822577, 'word': 'National and Kapodistrian University of Athens School', 'start': 26, 'end': 79}","{'entity_group': 'ORG', 'score': 0.7839363, 'word': 'Medicine', 'start': 83, 'end': 91}","{'entity_group': 'ORG', 'score': 0.99971694, 'word': 'Athens University', 'start': 93, 'end': 110}","{'entity_group': 'LOC', 'score': 0.9999919, 'word': 'Athens', 'start': 112, 'end': 118}","{'entity_group': 'LOC', 'score': 0.99998915, 'word': 'Greece', 'start': 120, 'end': 126}",,,,,,,,
"Service de Néphrologie, INSERM U1082 et Fédération Hospitalo-Universitaire BIOSUPORT. Poitiers, France.","{'entity_group': 'ORG', 'score': 0.9999896, 'word': 'Service de Néphrologie', 'start': 0, 'end': 22}","{'entity_group': 'ORG', 'score': 0.9999838, 'word': 'INSERM', 'start': 24, 'end': 30}","{'entity_group': 'ORG', 'score': 0.9999315, 'word': 'Fédération Hospitalo-Universitaire BIOSUPORT', 'start': 40, 'end': 84}","{'entity_group': 'LOC', 'score': 0.99998933, 'word': 'Poitiers', 'start': 86, 'end': 94}","{'entity_group': 'LOC', 'score': 0.9999975, 'word': 'France', 'start': 96, 'end': 102}","{'entity_group': 'ORG', 'score': 0.9214902, 'word': '.', 'start': 102, 'end': 103}",,,,,,,,,
"Pediatric Nephrology Department, Children's Mercy, Kansas City, Michigan, USA.","{'entity_group': 'ORG', 'score': 0.5520265, 'word': 'Pediatri', 'start': 0, 'end': 8}","{'entity_group': 'ORG', 'score': 0.56340045, 'word': 'Ne', 'start': 10, 'end': 12}","{'entity_group': 'ORG', 'score': 0.9976484, 'word': ""Children's Mercy"", 'start': 33, 'end': 49}","{'entity_group': 'LOC', 'score': 0.99995327, 'word': 'Kansas City', 'start': 51, 'end': 62}","{'entity_group': 'LOC', 'score': 0.99993336, 'word': 'Michigan', 'start': 64, 'end': 72}","{'entity_group': 'LOC', 'score': 0.999977, 'word': 'USA', 'start': 74, 'end': 77}",,,,,,,,,
"Clinical Division of Nephrology and Dialysis , Department of Internal Medicine III , Medical University of Vienna, Vienna , Austria.","{'entity_group': 'ORG', 'score': 0.9478097, 'word': 'Clinical Division of Nephrology and Dialysis', 'start': 0, 'end': 44}","{'entity_group': 'ORG', 'score': 0.97736764, 'word': 'Department of Internal Medicine III', 'start': 47, 'end': 82}","{'entity_group': 'ORG', 'score': 0.9999178, 'word': 'Medical University of Vienna', 'start': 85, 'end': 113}","{'entity_group': 'LOC', 'score': 0.9999716, 'word': 'Vienna', 'start': 115, 'end': 121}","{'entity_group': 'LOC', 'score': 0.99999595, 'word': 'Austria', 'start': 124, 'end': 131}",,,,,,,,,,
"Duke Clinical Research Institute, Duke University School of Medicine, Durham, North Carolina.","{'entity_group': 'ORG', 'score': 0.99998903, 'word': 'Duke Clinical Research Institute', 'start': 0, 'end': 32}","{'entity_group': 'ORG', 'score': 0.7508615, 'word': 'Duke University', 'start': 34, 'end': 49}","{'entity_group': 'LOC', 'score': 0.8893991, 'word': 'School of Medicine', 'start': 50, 'end': 68}","{'entity_group': 'LOC', 'score': 0.99996644, 'word': 'Durham', 'start': 70, 'end': 76}","{'entity_group': 'LOC', 'score': 0.9999906, 'word': 'North Carolina', 'start': 78, 'end': 92}",,,,,,,,,,
"Department of Gastroenterology and Nutrition, Geisinger, Danville, Pennsylvania.","{'entity_group': 'ORG', 'score': 0.9995809, 'word': 'Department of Gastroenterology and Nutrition, Geisinger', 'start': 0, 'end': 55}","{'entity_group': 'LOC', 'score': 0.9981153, 'word': 'Danville', 'start': 57, 'end': 65}","{'entity_group': 'LOC', 'score': 0.9999131, 'word': 'Pennsylvania', 'start': 67, 'end': 79}","{'entity_group': 'ORG', 'score': 0.9734795, 'word': '.', 'start': 79, 'end': 80}",,,,,,,,,,,
