,Unnamed: 0,ORG_SET,LOC_SET
1653,"Department of Family Medicine, Kangbuk Samsung Hospital, School of Medicine, Sungkyunkwan University, Seoul, South Korea.","{'Sungkyunkwan University', 'School of Medicine', 'Medicine'}","{'Seoul', 'Kangbuk Samsung Hospital', 'South Korea'}"
1654,"Department of Surgery, Simmons Transplant Institute, Baylor University Medical Center, Dallas, TX.","{'Department of Surgery', 'Simmons Transplant Institute'}","{'TX', 'Baylor University Medical Center', 'Dallas'}"
1655,"Department of Thoracic Surgery, Shanghai Pulmonary Hospital, School of Medicine, Tongji University, Shanghai, China.","{'Thoracic Sur', 'School of Medicine', 'Tongji University', 'Department'}","{'Shanghai', 'China', 'Shanghai Pulmonary Hospital'}"
1656,"Department of Medicine, Tulane University School of Medicine, New Orleans, LA.","{'Department of Medicine', 'Tulane University School'}","{'New Orleans', 'LA', 'of Medicine'}"
1657,"Department of Medicine, Division of Nephrology, University of Nebraska Medical Center, Omaha, Nebraska, USA.","{'Department of Medicine', 'University of Ne', 'ska', 'Division of Nephrology'}","{'Medical Center', 'Nebraska', 'USA', 'bra', 'Omaha'}"
1658,"Center of Innovation for Complex Chronic Healthcare (CINCCH), Edward J. Hines VA Hospital, Hines, Illinois.","{'CINCCH', 'Center of Innovation for Complex Chronic Healthcare'}","{'Illinois', 'Edward J. Hines VA Hospital', 'Hines'}"
1659,"Department of Pathology, University Hospital, Nantes.",set(),"{'Nantes', 'University Hospital'}"
1660,"Department of Medicine, Division of Nephrology, College of Medicine, King Saud University, Riyadh, Saudi Arabia","{'Department of Medicine', 'King Saud University', 'College of Medicine', 'Division of Nephrology'}","{'Riyadh', 'Saudi Arabia'}"
1661,"United Network for Organ Sharing, Richmond, Virginia, USA.",{'United Network for Organ Sharing'},"{'Richmond', 'Virginia', 'USA'}"
1662,"Department of Pediatrics, Temerty Faculty of Medicine, University of Toronto, Toronto, Ontario, Canada","{'Temerty Faculty of Medicine', 'of Pediatrics', 'University of Toronto'}","{'Ontario', 'Canada', 'Toronto'}"
1663,"Department of Surgery, University of Michigan, Ann Arbor, Michigan.","{'Department of Surgery', 'University of Michigan'}","{'Michigan', 'Ann Arbor'}"
1664,"Centre for Safe Medication Practice and Research, Department of Pharmacology and Pharmacy, Li Ka Shing Faculty of Medicine, The University of Hong Kong, Hong Kong SAR, China.","{'Li Ka Shing Faculty of Medicine', 'Department of Pharmacology and Pharmacy', 'The University of Hong Kong', 'Centre for Safe Medication Practice and Research'}","{'Hong Kong SAR', 'China'}"
1665,"Total Healthcare Center, Kangbuk Samsung Hospital, School of Medicine, Sungkyunkwan University, Seoul, South Korea",{'Sungkyunkwan University'},"{'Kangbuk Samsung Hospital', 'South Korea', 'School of Medicine', 'Seoul', 'Total'}"
1666,"Division of Nephrology, Department of Medicine, University of California, San Francisco, California","{'Division of Nephrology', 'University of California', 'Department of Medicine'}","{'California', 'San Francisco'}"
1667,"Georgia Emerging Infections Program, Georgia Department of Public Health","{'Georgia Department of Public Health', 'Georgia Emerging Infections Program'}",set()
1668,"Department of Nephrology, Poitiers University Hospital, Poitiers, France.",{'Department of Nephrology'},"{'France', 'Poitiers', 'Poitiers University Hospital'}"
1669,"Yale University School of Medicine, Department of Internal Medicine, New Haven, CT.","{'Yale University School of Medicine', 'Department of Internal Medicine'}","{'New Haven', 'CT'}"
1670,"Department of Nephrology, Reims University Hospital, Reims, France.",{'Department of Nephrology'},"{'France', 'Reims University Hospital', 'Reims'}"
1671,"Department of Internal Medicine, Division of Nephrology, University of Alabama at Birmingam, Birmingham, AL. Electronic address: jneyra@uabmc.edu.","{'Department of Internal Medicine', 'uabmc.edu', 'Division of Nephrology', 'University of Alabama at'}","{'Birmingham', 'AL', 'Birmingam'}"
1672,"Department of Pediatrics, Stanford University School of Medicine, Stanford, California, USA.","{'Stanford University School of', 'Department of Pediatrics'}","{'California', 'Stanford', 'USA', 'Medicine'}"
1673,"Department of Surgery, Graduate School of Biomedical Sciences, Nagasaki University, Nagasaki, Japan.","{'Department of Surgery', 'Graduate School of Biomedical Sciences', 'Nagasaki University'}","{'Nagasaki', 'Japan'}"
1674,"Department of Internal Medicine, Gwangmyeong Hospital, Chung-Ang University, Gyeonggi-do, South Korea","{'Department of Internal Medicine', 'Chung-Ang University'}","{'Gwangmyeong Hospital', 'Gyeonggi-do', 'South Korea'}"
1675,"Division of Nephrology, Department of Medicine, School of Medicine, Washington University, St. Louis, Missouri.","{'Division of Nephrology', 'School of Medicine', 'Department of Medicine', 'Washington University'}","{'Missouri', 'St. Louis'}"
1676,"Macalester College, St. Paul, Minnesota.",{'Macalester College'},"{'Minnesota', 'St. Paul'}"
1677,"Duke Molecular Physiology Institute, Duke University Medical Center, Durham, North Carolina.","{'University', 'Duke Molecular Physiology Institute'}","{'Duke', 'Durham', 'Medical Center', 'North Carolina'}"
1678,"Renal Division, Internal Medicine, Clinical Hospital, School of Medicine, University of São Paulo, São Paulo, Brazil.","{'Division', 'Ren', 'University of São Paulo'}","{'Brazil', 'School of Medicine', 'Internal Medicine', 'Clinical Hospital', 'São Paulo'}"
1679,"Department of Surgery, University of Southern California, Los Angeles, CA.","{'Department of Surgery', 'University of Southern California'}","{'CA', 'Los Angeles'}"
1680,"Divison of Cardiology, Department of Internal Medicine, University of Texas Southwestern Medical Center, Dallas, TX.","{'Department of Internal Medicine', 'Divison of Cardiology', 'University of Texas'}","{'TX', 'Southwestern Medical Center', 'Dallas'}"
1681,"Department of Pathology, Oslo University Hospital, Rikshospitalet, Oslo, Norway.",set(),"{'Rikshospitalet', 'Norway', 'Oslo', 'Oslo University Hospital'}"
1682,"National Clinical Research Center of Kidney Diseases, Jinling Hospital, Nanjing University School of Medicine, Nanjing, China.","{'National Clinical Research Center of Kidney Diseases', 'Nanjing University School of Medicine'}","{'Nanjing', 'China', 'Jinling Hospital'}"
1683,"Center for Research in Transplantation and Translational Immunology (UMR 1064), Nantes Université, Ecole Centrale Nantes, CHU Nantes, INSERM, F-44000 Nantes, France. Electronic address: sophie.limou@univ-nantes.fr.","{'univ-nantes', 'Nantes Université', 'fr', 'Ecole Centrale Nantes', 'Center for Research in Transplantation and Translational Immunology', 'INSERM', 'CHU Nantes'}","{'Nantes', 'France'}"
1684,"Manitoba HIV Program, Shared Health Manitoba, Winnipeg, Manitoba, Canada.","{'Manitoba HIV Program, Shared Health Manitoba'}","{'Winnipeg', 'Canada', 'Manitoba'}"
1685,"Division of Immunobiology, Institute for Genetic Medicine, Hokkaido University, Sapporo, Hokkaido, Japan. Electronic address: seino@igm.hokudai.ac.jp.","{'Hokkaido University', 'Institute for Genetic Medicine', 'jp.', 'Division of Immunobiology', 'igm.hokudai.ac'}","{'Hokkaido', 'Japan', 'Sapporo'}"
1686,"Novartis Pharmaceuticals, East Hanover, New Jersey.",{'Novartis Pharmaceuticals'},"{'New Jersey', 'East Hanover'}"
1687,"Department of Medicine, R Adams Cowley Shock Trauma Center, University of Maryland School of Medicine, Baltimore, Maryland, USA.","{'Department of Medicine', 'of', 'University of Maryland'}","{'USA', 'Center', 'Baltimore', 'School', 'Maryland', 'Medicine', 'R Adams Cowley Shock'}"
1688,"Department of Nephrology, Humber River Hospital, Toronto, Ontario, Canada.","{'Nephrology', 'Department'}","{'Ontario', 'Canada', 'Humber River Hospital', 'Toronto'}"
1689,"Department of Nephrology, Princess Alexandra Hospital, Brisbane, Australia",{'Department of Nephrology'},"{'Princess Alexandra Hospital', 'Brisbane', 'Australia'}"
1690,"Division of Cardiovascular and Thoracic Surgery, Duke University School of Medicine, Durham, North Carolina, USA","{'Division of Cardiovascular and Thoracic Surgery', 'Duke University School of Medicine'}","{'North Carolina', 'Durham', 'USA'}"
1691,"Michael E. DeBakey Veterans Affairs Medical Center, and Michael E. DeBakey VA Medical Center Health Services Research & Development Center for Innovations in Quality, Effectiveness and Safety, Houston, TX. Electronic address: sankar.navaneethan@bcm.edu.","{'bcm', 'Michael E. DeBakey Veterans Affairs Medical Center', 'Michael E. DeBakey VA Medical Center Health Services Research & Development Center for Innovations in Quality, Effectiveness and Safety'}","{'TX', 'Houston'}"
1692,"Division of Pharmacoepidemiology and Pharmacoeconomics, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Harvard University, Boston, Massachusetts.","{'Department of Medicine', 'Harvard University', 'Division of Pharmacoepidemiology and Pharmacoeconomics'}","{'Harvard Medical School', 'Boston', 'Massachusetts', ""Brigham and Women's Hospital""}"
1693,"Department of Medicine/Nephrology, Stanford University, Palo Alto, CA.","{'Department of Medicine/Nephrology', 'Stanford University'}","{'CA', 'Palo Alto'}"
1694,"Division of Nephrology, Prince of Wales Hospital, Shatin, Hong Kong.","{'Nephrology', 'Division'}","{'Prince of Wales Hospital', 'Shatin', 'Hong Kong'}"
1695,"Pediatric Nephrology, MARHEA Reference Center, INSERM U1163, Imagine Institute, Paris Cité University, Necker-Enfants Malades Hospital, APHP.Centre, Paris, France.","{'Paris Cité University', 'INSERM', 'Imagine Institute', 'MARHEA Reference Center', 'Pediatric Nephrology'}","{'Centre', 'Paris', 'France', 'Necker-Enfants Malades Hospital', 'APHP'}"
1696,"Department of Surgery, Emory University School of Medicine, Atlanta, Georgia, USA.","{'Emory University School of', 'Department of Surger'}","{'USA', 'Atlanta', 'Georgia', 'Medicine'}"
1697,"Department of Nephrology, Ochsner Health, New Orleans, Louisiana","{'Department of Nephrology', 'Ochsner Health'}","{'New Orleans', 'Louisiana'}"
1698,"Department of Medicine, Temerty Faculty of Medicine, University of Toronto, Canada","{'Temerty Faculty of Medicine', 'Medicine', 'University of Toronto'}",{'Canada'}
1699,"Department of Laboratory Medicine, CHU de Québec-Université Laval, Faculty of Medicine, Québec, Quebec, Canada.","{'CHU de Québec-Université Laval', 'Faculty of Medicine', 'Department of Laboratory Medicine'}","{'Quebec', 'Canada', 'Québec'}"
1700,"Division of Nephrology, Department of Medicine, University of Washington, Seattle, Washington.","{'Division of Nephrology', 'University of Washington', 'Department of Medicine'}","{'Seattle', 'Washington'}"
1701,"Department of Epidemiology, School of Public Health and Tropical Medicine, Tulane University, New Orleans, Louisiana.","{'Department of Epidemiology', 'School of Public Health and Tropical Medicine', 'Tulane University'}","{'New Orleans', 'Louisiana'}"
1702,"Institute of Cardiovascular and Medical Sciences, University of Glasgow, Glasgow, United Kingdom.","{'University of Glasgow', 'Institute of Cardiovascular and Medical Sciences'}","{'United Kingdom', 'Glasgow'}"
1703,"Department of Medicine, University Hospitals Cleveland Medical Center, Cleveland, Ohio.","{'s', 'Department', 'Medicine'}","{'Cleveland', 'University Hospital', 'Ohio', 'Cleveland Medical Center'}"
1704,"Department of Nephrology, Sichuan Provincial People's Hospital, Chengdu, China.",{'Nephrology'},"{""Sichuan Provincial People's Hospital"", 'Chengdu', 'China'}"
1705,"Department of Internal Medicine, Division of Nephrology, Leiden University Medical Center, Leiden, The Netherlands.","{'Nephrology', 'Division', 'Department of Interna', 'Medicine'}","{'Leiden University Medical Center', 'The Netherlands', 'Leiden'}"
1706,"Duke Center for Antimicrobial Stewardship and Infection Prevention, Durham, North Carolina, USA. Electronic address: Arthur.Baker@duke.edu.","{'duke.edu.', 'Duke Center for Antimicrobial Stewardship and Infection Prevention'}","{'North Carolina', 'Durham', 'USA'}"
1707,"Kidney Transplant Department, Saint Louis Hospital, Paris Translational Research Center for Organ Transplantation, Institut National de la Santé et de la Recherche Médicale UMR-S970, University of Paris, Paris, France.","{'University of Paris', 'Paris Translational Research Center for Organ Transplantation', 'Institut National de la Santé et de la Recherche Médicale UMR-S970', 'Kidney Transplant Department'}","{'France', 'Paris', 'Saint Louis Hospital'}"
1708,"Section of Nephrology, Department of Emergency and Organ Transplantation, University of Bari, Bari, Italy.","{'Section of Nephrology', 'Department of Emergency and Organ Transplantation', 'University of Bari'}","{'Bari', 'Italy'}"
1709,"Baylor University Medical Center, Dallas, Texas, USA.",set(),"{'Baylor University Medical Center', 'USA', 'Dallas', 'Texas'}"
1710,"Vascular and Interventional Radiology Department, Nanfang Hospital, Southern Medical University, Guangzhou, China.","{'Radiology Department', 'Interven', 'Vas', 'Southern Medical University'}","{'Guangzhou', 'Nanfang Hospital', 'China'}"
1711,"Department of Nephrology, The First Affiliated Hospital of Nanchang University, Nanchang, China.","{'Nephrology', 'First Affiliated Hospital of Nanchang University', 'Department'}","{'China', 'Nanchang'}"
1712,"Department of Medicine, Renal-Electrolyte Division, University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania.","{'Department of Medicine', 'University of Pittsburgh School of Medicine', 'Renal-Electrolyte Division'}","{'Pittsburgh', 'Pennsylvania'}"
1713,"Pathology Department, Rouen University Hospital, Rouen, France.",set(),"{'France', 'Rouen', 'Rouen University Hospital'}"
1714,"The George Institute for Global Health, UNSW, Sydney, New South Wales, Australia.","{'UNSW', 'The George Institute for Global Health'}","{'New South Wales', 'Australia', 'Sydney'}"
1715,"Department of Nephrology, The Second People's Hospital of Shenzhen, Shenzhen University, Shenzhen.","{'Nephrology', 'Shenzhen University'}","{""Second People's Hospital of Shenzhen"", 'Shenzhen'}"
1716,"Nephrology, Dialysis and Renal Transplant Unit, IRCCS Azienda Ospedaliero-Universitaria di Bologna, Bologna","{'Nephrology, Dia', 'IRCCS Azienda Ospedaliero-Universitaria di Bologna', 'and Renal Transplant Unit'}",{'Bologna'}
1717,"Center for Transplantation Sciences, Massachusetts General Hospital, Boston, Massachusetts, USA. Electronic address: lturka@gmail.com.",{'Center for Transplantation Sciences'},"{'Boston', 'Massachusetts General Hospital', 'Massachusetts', 'USA'}"
1718,"Institute of Clinical and Translational Research, Baylor College of Medicine, Houston, Texas","{'Institute of Clinical and Translational Research', 'Baylor College of Medicine'}","{'Houston', 'Texas'}"
1719,"Department of Pathology, NHC Strasbourg, France.","{'Department of Pathology', 'NHC Strasbourg'}",{'France'}
1720,"Section of GI Medical Oncology, Department of Medical Oncology, Houston Methodist Cancer Center, Houston, TX.","{'Section of GI Medical Oncology', 'Department of Medical Oncology'}","{'TX', 'Houston', 'Houston Methodist Cancer Center'}"
1721,"Genomic Research Alliance for Transplantation (GRAfT), Bethesda, Maryland, USA.","{'GRAfT', 'Genomic Research Alliance for Transplantation'}","{'Maryland', 'Bethesda', 'USA'}"
1722,"Division of Nephrology and Hypertension, Vanderbilt University Medical Center, Nashville, Tennessee.",{'Division of Nephrology and Hypertension'},"{'Nashville', 'Tennessee', 'Vanderbilt University Medical Center'}"
1723,"Research Unit for Molecular Medicine, Institute for Clinical Medicine, Aarhus University, Denmark.","{'Aarhus University', 'Research Unit for Molecular Medicine', 'Institute for Clinical Medicine'}",{'Denmark'}
1724,"Kidney and Pancreas Transplantation Unit, Department of Surgical, Oncological and Gastroenterological Sciences, University Hospital of Padua, Padua, Italy.","{'Transplant', 'University Hospital of', 'and Pancre', 'Department of Surgical, Oncological and Gastroenterological Sciences', 'Kid', 'Unit'}","{'Italy', 'Padua'}"
1725,"Renal Electrolyte and Hypertension Division, Department of Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania.","{'Department of Medicine', 'Renal Electrolyte and Hypertension Division', 'University of Pennsylvania'}","{'Philadelphia', 'Pennsylvania', 'Perelman School of Medicine'}"
1726,"Division of Nephrology, Department of Medicine, Cumming School of Medicine, University of Calgary, Calgary, Alberta, Canada.","{'Division of Nephrology', 'University of Calgary', 'Department of Medicine'}","{'Cumming School of Medicine', 'Alberta', 'Canada', 'Calgary'}"
1727,"Nottingham Children's Hospital Renal and Urology Unit, Nottingham, United Kingdom.",set(),"{""Nottingham Children's Hospital"", 'Nottingham', 'United Kingdom'}"
1728,"Division of Nephrology, Department of Medicine, Medical University of South Carolina, Charleston, South Carolina.","{'Division of Nephrology', 'Medical University of South Carolina', 'Department of Medicine'}","{'South Carolina', 'Charleston'}"
1729,"Department of Cardiology , Amsterdam UMC location University of Amsterdam, Amsterdam , The Netherlands.","{'Department of Cardiology', 'University of Amsterdam', 'Amsterdam UMC'}","{'Amsterdam', 'The Netherlands'}"
1730,"Department of Surgery, Centennial Hall Kyushu University School of Medicine, Kyushu, Japan.",{'Kyushu University School of Medicine'},"{'Kyushu', 'Centennial Hall', 'Japan'}"
1731,"Eliot Phillipson Clinician Scientist Training Program, University of Toronto, Toronto, Ontario, Canada.","{'ot', 'University of Toronto'}","{'Ontario', 'Canada', 'Toronto'}"
1732,"Department of General Surgery and Organ Transplantation Bahcesehir University School of Medicine, Istanbul, Turkey.",{'Department of General Surgery and Organ Transplantation Bahcesehir University School of Medicine'},"{'Turkey', 'Istanbul'}"
1733,"Department of Pediatrics, University Hospitals Leuven, Leuven, Belgium.","{'Pediatrics', 'University Hospitals Leuven'}","{'Belgium', 'Leuven'}"
1734,"Department of Clinical Research, Copenhagen University Hospital Amager and Hvidovre, Hvidovre, Denmark.",{'Department of Clinical Research'},"{'Hvidovre', 'Denmark', 'Copenhagen University Hospital Amager and Hvidovre'}"
1735,"Population Health Sciences, University of Bristol, Bristol, United Kingdom.","{'Population Health Sciences', 'University of Bristol'}","{'Bristol', 'United Kingdom'}"
1736,"Division of Gastrointestinal and Liver Diseases, Keck School of Medicine, University of Southern California, Los Angeles, CA.","{'Division of Gastrointestinal and Liver Diseases', 'University of Southern California'}","{'CA', 'Keck School', 'Medicine', 'Los Angeles'}"
1737,"Division of Nephrology and Hypertension, Keck School of Medicine, University of Southern California, Los Angeles, CA.","{'University of Southern California', 'Division of Nephrology and Hypertension'}","{'CA', 'Los Angeles', 'Keck School of Medicine'}"
1738,"Transplant and Compromised Host Infectious Disease Program and MGH Transplant Center, Massachusetts General Hospital and Harvard Medical School, Boston, Massachusetts, USA. Electronic address: Fishman.jay@mgh.harvard.edu.","{'Transplant and Compromised Host Infectious Disease Program', 'Harvard', 'MGH Transplant Center', 'har', 'School', 'mgh'}","{'Massachusetts', 'USA', 'Medical', 'Massachusetts General Hospital', 'vard', 'Boston'}"
1739,"Lunenfeld-Tanenbaum Research Institute at Mount Sinai Hospital, Sinai Health System, Toronto, Ontario, Canada.",{'Lunenfeld-Tanenbaum Research Institute'},"{'Canada', 'Sinai Health System', 'Mount Sinai Hospital', 'Ontario', 'Toronto'}"
1740,"Bloomberg School of Public Health, Johns Hopkins University, Baltimore, Maryland, USA. Electronic address: imccull4@jhu.edu.","{'jhu', 'edu', 'Johns Hopkins University', 'Bloomberg School of Public Health'}","{'Maryland', 'USA', 'Baltimore'}"
1741,"Emory University School of Medicine, Atlanta, Georgia",{'Emory University School of Medicine'},"{'Atlanta', 'Georgia'}"
1742,"Pulmonary and Critical Care Medicine, Johns Hopkins Hospital, Baltimore, Maryland, USA. Electronic address: sean.agbor-enoh@nih.gov.","{'nih.gov', 'Medicine'}","{'Johns Hopkins Hospital', 'USA', 'Baltimore', 'Pulmon', 'Maryland'}"
1743,"Department of Veterans Affairs Medical Center, Birmingham, Alabama.","{'Department of Veterans Affairs', 'Center'}","{'Birmingham', 'Alabama', 'Medical'}"
1744,"Department of Biomedical Informatics, Vanderbilt University Medical Center, Nashville, Tennessee.",{'Department of Biomedical Informatics'},"{'Nashville', 'Tennessee', 'Vanderbilt University Medical Center'}"
1745,"Faculty of Medicine, Chiang Mai University, Chiang Mai, Thailand.","{'Chiang Mai University', 'Faculty of Medicine'}","{'Chiang Mai', 'Thailand'}"
1746,"Lunenfeld-Tanenbaum Research Institute, Mount Sinai Hospital, University of Toronto, Toronto, Ontario, Canada.","{'Lunenfeld-Tanenbaum Research Institute', 'University of Toronto'}","{'Mount Sinai Hospital', 'Ontario', 'Canada', 'Toronto'}"
1747,"Department of Emergency Medicine, Johns Hopkins School of Medicine, Baltimore, Maryland.",{'Department of Emergency Medicine'},"{'Johns Hopkins School of Medicine', 'Maryland', 'Baltimore'}"
1748,"Division of Clinical Trials and Biostatistics, Mayo Clinic, Rochester, Minnesota.","{'Mayo Clinic', 'Division of Clinical Trials and Biostatistics'}","{'Minnesota', 'Rochester'}"
1749,"Renal Section, Veterans Affairs Pittsburgh Healthcare System, Pittsburgh, Pennsylvania.","{'Section', 'Veterans Affairs Pittsburgh', 'System'}","{'Pittsburgh', 'Pennsylvania', 'Healthcare'}"
1750,"Department of Epidemiology and Biostatistics, University of California, San Francisco, California","{'Department of Epidemiology and Biostatistics', 'University of California'}","{'California', 'San Francisco'}"
1751,"Division of Nephrology, Department of Medicine, School of Medicine, Stanford University, Stanford, California.","{'Division of Nephrology', 'School of Medicine', 'Stanford University', 'Department of Medicine'}","{'California', 'Stanford'}"
1752,"Transplant Services, Intermountain Transplant Center, Primary Children's Hospital, Salt Lake City, UT.",set(),"{'UT', 'Intermountain Transplant Center', 'Salt Lake City', ""Primary Children's Hospital""}"
1753,"Faculty of Medicine, Herston","{'Faculty of Medicine', 'Herston'}",set()
1754,"Division of Blood and Marrow Transplantation, Department of Pediatrics, Masonic Cancer Center, University of Minnesota, Minneapolis, Minnesota, USA. Electronic address: blaza001@umn.edu.","{'University of Minnesota', 'umn', 'Division of Blood and Marrow Transplantation', 'edu', 'Department of Pediatrics'}","{'Masonic Cancer Center', 'Minneapolis', 'Minnesota', 'USA'}"
1755,"Charles Bronfman Institute for Personalized Medicine, Icahn School of Medicine at Mount Sinai, New York, New York","{'Charles Bronfman Institute for Personalized Medicine', 'Icah'}","{'Mount Sinai', 'New York', 'n School of Medicine'}"
1756,"Centre for Research in Epidemiology and Population Health (CESP), INSERM UMRS 1018, Université Paris-Saclay, Université Versailles Saint Quentin, Villejuif.","{'Université Versailles Saint Quentin', 'Université Paris-Saclay', 'CESP', 'INSERM', 'Centre for Research in Epidemiology and Population Health'}",{'Villejuif'}
1757,"Institute of Pulmonary Medicine, Sheba Medical Center, Sackler Faculty of Medicine, Tel-Aviv University, Tel Aviv, Israel.","{'Institute of Pulmonary Medicine', 'Sackler Faculty of Medicine', 'Tel-Aviv University'}","{'Tel Aviv', 'Israel', 'Sheba Medical Center'}"
1758,"Department of Pharmacy, University of Chicago Medicine, Chicago, Illinois, USA.","{'Department of Pharmacy', 'University of Chicago Medicine'}","{'Illinois', 'USA', 'Chicago'}"
1759,"State Key Laboratory of Proteomics, Beijing Proteome Research Center, National Center for Protein Sciences (Beijing), Research Unit of Proteomics & Research and Development of New Drugs of Chinese Academy of Medical Sciences, Beijing Institute of Lifeomics, Beijing, China.","{'Research Unit of Proteomics & Research and Development of New Drugs of Chinese Academy of Medical Sciences', 'Beijing Institute of Lifeomics', 'National Center for Protein Sciences (Beijing', 'Beijing Proteome Research Center', 'State Key Laboratory of Proteomics'}","{'Beijing', 'China'}"
1760,"Instituto de Investigación Hospital 12 de octubre (i+12), Madrid, Spain.",{'Instituto de Investigación Hospital'},"{'Madrid', 'Spain'}"
1761,"Department of Pediatric Gastroenterology, Starship Child Health, University of Auckland, Auckland, New Zealand.","{'Starship Child Health', 'Department of Pediatric Gastroenterology', 'University of Auckland'}","{'Auckland', 'New Zealand'}"
1762,"Central Health, Austin, Texas.",{'Central Health'},"{'Austin', 'Texas'}"
1763,"Department of General, Visceral and Thoracic Surgery, University Medical Center Hamburg-Eppendorf, Hamburg, Germany.","{'Department of General, Visceral and Thoracic Surgery'}","{'University Medical Center Hamburg-Eppendorf', 'Hamburg', 'Germany'}"
1764,"Positive Rhetoric LLC, Bowling Green, Kentucky, USA.",{'Positive Rhetoric LLC'},"{'Kentucky', 'Bowling Green', 'USA'}"
1765,"Tennessee Valley Healthcare System, Nashville, Tennessee.",{'Tennessee Valley Healthcare System'},"{'Nashville', 'Tennessee'}"
1766,"Division of Clinical Decision Making, Tufts Medical Center, Boston.",{'Division of Clinical Decision Making'},"{'Boston', 'Tufts Medical Center'}"
1767,"Division of Nephrology and Hypertension, Department of Medicine, Weill Cornell Medicine, New York, NY.","{'Department of Medicine', 'Weill Cornell Medicine', 'Division of Nephrology and Hypertension'}","{'New York', 'NY'}"
1768,"Randox Laboratories Ltd, Crumlin, United Kingdom.",{'Randox Laboratories Ltd'},"{'Crumlin', 'United Kingdom'}"
1769,"Division of Nephrology, Department of Medicine, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin, USA.","{'Division of Nephrology', 'University of Wisconsin School of Medicine and Public Health', 'Department of Medicine'}","{'Madison', 'Wisconsin', 'USA'}"
1770,"Biostatistics Research Unit, University Health Network, Toronto, Canada.","{'Biostatistics Research Unit', 'University Health Network'}","{'Canada', 'Toronto'}"
1771,"Division of Infectious Diseases, Duke University School of Medicine, Durham, North Carolina, USA.","{'Duke University School of Medicine', 'Division of Infectious Diseases'}","{'North Carolina', 'Durham', 'USA'}"
1772,"Department of Medicine, Icahn School of Medicine at Mount Sinai, New York, New York.",{'Department of Medicine'},"{'Mount Sinai', 'New York', 'Icahn School of Medicine'}"
1773,"Service de Néphrologie Pédiatrique, Hôpital Necker-Enfants Malades, APHP, Paris, France.","{'APHP', 'Service de Néphrologie Pédiatrique'}","{'France', 'al Necker-Enfants Malades', 'Hô', 'Paris'}"
1774,"The Institute of Liver Disease and Transplantation, Dr Rela Institute and Medical Centre, Chennai, India.","{'Dr Rela Institute', 'Institute of Liver Disease and Transplantation'}","{'Chennai', 'India'}"
1775,"University of Rochester School of Medicine and Dentistry, Rochester, New York. Electronic address: david_bushinsky@urmc.rochester.edu.","{'University of Rochester School of Medicine and Dentistry', 'edu', 'urmc.'}","{'rochester', 'New York', 'Rochester'}"
1776,"INSERM UMR 1186, Gustave Roussy. Villejuif, France",{'INSERM'},"{'France', 'Gustave Roussy', 'Villejuif'}"
1777,"Charité Lab for Artificial Intelligence in Medicine, Charité Universitätsmedizin Berlin, Berlin, Germany.","{'Charité Lab for Artificial Intelligence in Medicine', 'Charité Universitätsmedizin Berlin'}","{'Germany', 'Berlin'}"
1778,"Division of Digestive Health and Liver Disease, University of Miami Miler School of Medicine, Miami, Florida, USA. Electronic address: dsgoldberg@miami.edu.","{'Division of Digestive Health and Liver Disease', 'University of Miami Miler School of Medicine', 'miami.edu.'}","{'Florida', 'Miami', 'USA'}"
1779,"Department of Medicine, Cedars-Sinai Comprehensive Transplant Center, Los Angeles, California, USA.",{'dars-S'},"{'USA', 'Department of Medicine', 'inai Comprehensive Transplant Center', 'Los Angeles', 'California', 'Ce'}"
1780,"Nephrology Section, Veterans Affairs San Diego Healthcare System, San Dieg, California.",{'Affairs'},"{'San Diego Healthcare System', 'Veterans', 'San Dieg', 'California'}"
1781,"Centre Hospitalier Régional Universitaire de Tours, Tours, France.",set(),"{'France', 'Centre Hospitalier Régional Universitaire de Tours', 'Tours'}"
1782,"Division of Nephrology, Department of Medicine, Indiana University School of Medicine, Indianapolis, Indiana.","{'Division of Nephrology', 'Indiana University School of Medicine', 'Department of Medicine'}","{'Indiana', 'Indianapolis'}"
1783,"Center for Drug Safety and Effectiveness, Johns Hopkins University, Baltimore, Maryland.","{'Center for Drug Safety and Effectiveness', 'Johns Hopkins University'}","{'Maryland', 'Baltimore'}"
1784,"Department of Nephrology, MIT Hospital and Research Institute, Aurangabad, Maharashtra, India.","{'Department of Nephrology', 'MIT'}","{'Maharashtra', 'India', 'Aurangabad', 'Hospital and Research Institute'}"
1785,"UClouvain, Clinical and Experimental Research Institute and Cliniques Universitaires Saint Luc, Service de Gastroentérologie Hépatologie Pédiatrique, Brussels, Belgium.","{'Service de Gastroentérologie Hépatologie Pédiatrique', 'Cliniques Universitaires Saint Luc', 'Clinical and Experimental Research Institute', 'UClouvain'}","{'Brussels', 'Belgium'}"
1786,"Foodsmart, San Francisco, California.",{'Foodsmart'},"{'California', 'San Francisco'}"
1787,"Department of Anesthesiology and Perioperative Medicine, Mayo Clinic, Rochester, MN.","{'Department of Anesthesiology and Perioperative Medicine', 'Mayo Clinic'}","{'MN', 'Rochester'}"
