,Unnamed: 0,PARENT
2359,"Division of Nephrology, Boston, Massachusetts.",
2362,"Stanford Hypertension Center and Division of Nephrology, Department of Medicine, School of Medicine, Stanford University, Stanford, California.",Stanford University]US
2365,"University of Miami School of Medicine, Miami, Florida.",University of Miami]US
2368,"School of Medicine, University of Washington, and Providence Health Care, Spokane, Washington.",Providence Health Inc]US
2371,"Division of Nephrology, Department of Medicine, School of Medicine, Johns Hopkins University, Baltimore, Maryland. Electronic address: crebhol1@jhu.edu.",Johns Hopkins University]US
2372,"University of Pittsburgh, Pittsburgh, Pennsylvania.",University of Pittsburgh]US
2375,"Department of Internal Medicine, Division of Nephrology, University of Texas Southwestern Medical Center, Dallas, TX.",University of Texas]US
2381,"Department of Biostatistics and Bioinformatics, School of Medicine, Duke University, Durham, North Carolina.",Duke University]US
2386,"Department of Medicine and Department of Public Health Sciences, School of Medicine, University of Virginia, Charlottesville, Virginia.",University of Virginia]US
2387,"Transplant Institute, Keck Medical Center of USC, Los Angeles, California, USA.",University of Southern California]US
2392,"Division of Cardiology and Nephrology, Center for Drug Evaluation and Research, Food and Drug Administration, Silver Spring, Maryland.",Department of Health and Human Services]US
2394,"Division of Reproductive Endocrinology and Infertility, Mayo Clinic, Rochester, Minnesota.",Mayo Clinic]US
2396,"Kidney Transplant Program, Montefiore Medical Center, Albert Einstein College of Medicine, Bronx, NY.",Albert Einstein College of Medicine]US
2398,"Vanderbilt Institute for Clinical and Translational Research, Vanderbilt University Medical Center, Nashville, Tennessee.",Vanderbilt University]US
2404,"Johns Hopkins All Children's Heart Institute, Johns Hopkins All Children's Hospital, St. Petersburg, FL.",Johns Hopkins University]US
2406,"Weill Cornell Medicine - New York Presbyterian Hospital, New York, New York, USA. Electronic address: dls7001@med.cornell.edu.",Cornell University]US
2408,"Division of Nephrology, School of Medicine, University of Maryland, Baltimore, Maryland.",University of Maryland]US
2410,"Division of Nephrology, Department of Medicine, Department of Epidemiology, Johns Hopkins Bloomberg School of Public Health, Johns Hopkins University School of Medicine, Baltimore, Maryland.",Johns Hopkins University]US
2411,"Department of Psychiatry & Psychology, Mayo Clinic, Scottsdale, AZ.",Mayo Clinic]US
2415,"Department of Health Policy and Management, Rollins School of Public Health, Emory University Atlanta, Georgia.",Emory University]US
2416,"Division of Biostatistics, Department of Population Health Sciences, University of Utah Health, Salt Lake City, Utah.",University of Utah]US
2417,"Translational Transplant Research Center, Icahn School of Medicine at Mount Sinai, New York, New York, USA.",Mount Sinai]US
2419,"Department of Medicine, Tufts Medical Center, Boston, Massachusetts.",Tufts University]US
2420,"Department of Internal Medicine, Division of Nephrology, Bone and Mineral Metabolism, University of Kentucky, Lexington, KY",University of Kentucky]US
2424,"Division of Nephrology, University of California San Francisco, San Francisco, California",University of California]US
2425,"Department of Pediatrics, Children's Mercy Kansas City, Kansas City, Missouri.",University of Kansas]US
2429,"Division of Transplantation, Department of Surgery, UW Health Transplant Center, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin, USA.",University of Wisconsin]US
2432,"Department of Medicine, University of Alabama at Birmingham Heersink School of Medicine, Birmingham, AL.",Univeristy of Alabama]US
2440,"Division of Data Driven and Digital Medicine, Icahn School of Medicine at Mount Sinai, New York, New York",Mount Sinai]US
2442,"Division of Nephrology & Hypertension, Northshore University Health System-University of Chicago, Evanston, Illinois.",University of Chicago]US
2444,"Department of Medicine, Renal Division, Emory University School of Medicine, Atlanta, Georgia.",Emory University]US
2445,"Boston University School of Medicine, Boston, Massachusetts.",Boston University]US
2446,"Center for Clinical Epidemiology and Biostatistics, University of Pennsylvania Perelman School of Medicine, Philadelphia, Pennsylvania, USA.",University of Pennsylvania]US
2447,"Department of Pediatric Nephrology, Duke Children's Hospital and Health Center, Durham, North Carolina.",Duke University]US
2448,"Division of Nephrology, Department of Medicine, Icahn School of Medicine at Mount Sinai, New York, New York. Electronic address: steven.coca@mssm.edu.",Mount Sinai]US
2449,"Department of Abdominal Transplantation, Annette C. and Harold C. Simmons Transplant Institute, Baylor University Medical Center, Dallas, TX.",Baylor University]US
2454,"Chronic Kidney Disease Section, National Institute of Diabetes and Digestive and Kidney Diseases, Phoenix, Arizona.",National Institutes of Health]US
2455,"Department of Internal Medicine, Division of Infectious Diseases, University of Utah Spencer Fox Eccles School of Medicine, Salt Lake City, Utah.",University of Utah]US
2457,"Baylor Scott and White Research Institute, Dallas, Texas.",Baylor Scott & White Health]US
2458,"Michael E. DeBakey VA Medical Center Health Services Research and Development , Center for Innovations in Quality, Effectiveness and Safety , Houston , Texas.",VA Health Systems Research]US
2459,"Department of Nephrology, AZ Delta, Roeselare, Belgium.",AZ Delta ]BE
2461,"Division of Pulmonary and Critical Care, Department of Medicine, Mayo Clinic, Rochester, Minnesota.",Mayo Clinic]US
2463,"Pediatrics, University of Washington School of Medicine, Seattle, Washington, USA. Electronic address: shaun.jackson@seattlechildrens.org.",University of Washington]US
2464,"Thomas E. Starzl Transplantation Institute, University of Pittsburgh, Pittsburgh, PA.",University of Pittsburgh]US
2467,"Department of Surgery, Columbia University Medical Center, New York, NY.",Columbia University]US
2468,"Divisions of Nephrology, Department of Medicine, University of California-San Francisco, San Francisco, California. Electronic address: meyeon.park@ucsf.edu.",University of California]US
2469,"Division of Nephrology, Department of Medicine, and the Kidney Research Institute, University of Washington, Seattle, Washington.",University of Washington]US
2470,"Center for Transplantation Sciences, Massachusetts General Hospital, Boston, Massachusetts, USA.",Harvard University]US
2471,"Department of Medicine, Massachusetts General Hospital, Boston, Massachusetts, USA.",Harvard University]US
2473,"Department of Pathology, Massachusetts General Hospital and Harvard Medical School, Boston, Massachusetts.",Harvard University]US
2474,"Department of Epidemiology and Biostatistics, Drexel University School of Public Health, Philadelphia, Pennsylvania",Drexel University]US
2475,"Department of Health Policy and Management, Harvard T.H. Chan School of Public Health, Boston, MA.",Harvard University]US
2477,"Department of Pathology, Stanford University School of Medicine, Palo Alto, California, USA.",Stanford University]US
2485,"Division of Transplantation, Department of Surgery, University of Pittsburgh Medical Center, Pittsburgh, PA.",University of Pittsburgh]US
2489,"Division of Nephrology, Department of Medicine, Mailman School of Public Health, Vagelos College of Physicians and Surgeons and Department of Epidemiology, Columbia University, New York, New York.",Columbia University]US
2492,"Department of Pharmacy, University of Colorado Health, Aurora, Colorado, USA.",University of Colorado]US
2494,"Biostatistical Consulting Inc., Lexington, Massachusetts.",Biostatistical Consulting Inc]US
2495,"Department of Medicine, University of California, San Francisco, California, USA",University of California]US
2496,"Center for Individualized Medicine, Mayo Clinic, Rochester, Minnesota.",Mayo Clinic]US
2501,"Division of Nephrology, Department of Medicine, University of Tennessee Health Science Center, Memphis, Tennessee.",University of Tennessee]US
2502,"Department of Epidemiology, Rollins School of Public Health, Emory University, Atlanta, Georgia.",Emory University]US
2503,"Division of Nephrology, Department of Pediatrics, University of Michigan, Ann Arbor, Michigan.",University of Michigan]US
2507,"Washington University in St Louis, St. Louis, Missouri, USA.",Washington University in St. Louis]US
2510,"Fairbanks School of Public Health, Indiana University, Indianapolis, Indiana.",Indiana University]US
2513,"Institute for Clinical Research and Health Policy Studies, Tufts Medical Center, Boston, MA.",Tufts University]US
2515,"Department of Nephrology and Transplantation, Weill Cornell College of Medicine, New York, New York.",Cornell University]US
2516,"Mid-Carolinas Transplant Center, Medical University of South Carolina, Lancaster, South Carolina, USA.",University of South Carolina]US
2519,"Department of Nephrology, University of Texas MD Anderson Cancer Center, Houston, Texas.",University of Texas]US
2523,"Welch Center for Prevention, Epidemiology and Clinical Research, Johns Hopkins University, Baltimore, Maryland. Electronic address: blyu@pku.edu.cn.",Johns Hopkins University]US
2524,"Division of Biomedical Informatics and Genomics, Tulane University School of Medicine, New Orleans, Louisiana.",Tulane University]US
2525,"Division of Nephrology, Department of Medicine, School of Medicine, Johns Hopkins University, Baltimore, Maryland.",Johns Hopkins University]US
2526,"Sanofi, Cambridge, Massachusetts.",Sanofi Inc]France
2527,"Center for Transplantation Sciences, Massachusetts General Hospital, Boston, Massachusetts, USA. Electronic address: jmarkmann@mgh.harvard.edu.",Harvard University]US
2528,"Department of Surgery, Houston Methodist Hospital, Houston, Texas, USA.",Cornell University]US
2529,"Center for Advanced Heart Disease, Brigham and Women's Hospital and Harvard Medical School, Boston, MA.",Harvard University]US
2530,"Department of Medicine, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts, USA.",Harvard University]US
2531,"Kidney Disease Section, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Bethesda, Maryland.",National Institutes of Health]US
2535,"Cardiovascular and Metabolic Research, Janssen Research and Development LLC, Boston, Massachusetts.",Johnson & Johnson Inc]US
2538,"Division of General Internal Medicine, Department of Medicine, Massachusetts General Hospital and Harvard Medical School, Boston, Massachusetts. Electronic address: jklin@bwh.harvard.edu.",Harvard University]US
2539,"Division of Pharmacoepidemiology, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, Massachusetts.",Harvard University]US
2541,"Department of Surgery, Wake Forest School of Medicine, Wake Forest Institute of Regenerative Medicine, Winston Salem, North Carolina, USA.",Wake Forest University]US
2544,"Institute for Genomic Medicine, Columbia University Medical Center, New York, New York.",Columbia University]US
2546,"Thomas E. Starzl Transplant Institute, University of Pittsburgh, Pittsburgh, Pennsylvania, USA",University of Pittsburgh]US
2547,"Comprehensive Transplant Center, Department of Surgery, Feinberg School of Medicine, Northwestern University, Chicago, Illinois, USA. Electronic address: a-tambur@northwestern.edu.",Northwestern Univerisity]US
2548,"Division of Pulmonary and Critical Care Medicine, University of Virginia, Charlottesville, VA.",University of Virginia]US
2549,"Durham Veterans Affairs Geriatric Research Education and Clinical Center, Durham Veterans Affairs Health Care System, Durham, North Carolina. Electronic address: barrett.bowling@duke.edu.",VA Health Systems Research]US
2550,"Division of Rheumatology, Department of Medicine, Johns Hopkins University, Baltimore, Maryland.",Johns Hopkins University]US
2551,"Pulmonary and Critical Care Medicine, Johns Hopkins Hospital, Baltimore, Maryland, USA",Johns Hopkins University]US
2552,"Department of Biostatistics, Epidemiology and Informatics, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania.",University of Pennsylvania]US
2556,"IBM Thomas J. Watson Research Center, Yorktown Heights, New York.",IBM]US
2557,"Department of Internal Medicine, Division of Nephrology, University of Nebraska Medical Center, Omaha, Nebraska, USA.",University of Nebraska]US
2558,"Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, MD.",Johns Hopkins University]US
2559,"Office of Medical Education, Johns Hopkins All Children's Hospital, St. Petersburg, FL.",Johns Hopkins University]US
2560,"Department of Pharmacy Practice, Long Island University College of Pharmacy, New York.",Long Island University]US
2564,"Institute for Clinical Research and Health Policy Studies, Boston, Massachusetts",Tufts University]US
2566,"Department of Pediatrics, School of Medicine, Johns Hopkins University, Baltimore, Maryland.",Johns Hopkins University]US
2567,"Center for Transplantation Sciences, Massachusetts General Hospital, Boston, Massachusetts, USA. Electronic address: kcrisalli@mgh.harvard.edu.",Harvard University]US
2569,"Division of Transplant Surgery, Department of Surgery, Children's Hospital Colorado, University of Colorado Anschutz Medical Campus, Aurora, CO.",University of Colorado]US
2571,"Robert D. and Patricia E. Kern Center for the Science of Health Care Delivery, Mayo Clinic, Jacksonville, FL.",Mayo Clinic]US
2572,"Leukemia Service, Memorial Sloan Kettering Cancer Center, New York, New York.",Memorial Sloan Kettering]US
2573,"Department of Pediatric Nephrology, Akron Children's Hospital, Akron, Ohio",University System of Ohio]US
2575,"Department of Internal Medicine, University of Texas Southwestern Medicine, Dallas, TX, USA.",University of Texas]US
2576,"Department of Pediatric Nephrology, Children's Hospital at Montefiore, Albert Einstein College of Medicine, Bronx, New York.",Albert Einstein College of Medicine]US
2577,"Department of Medicine, Thomas Jefferson University Hospital, Philadelphia, Philadelphia, USA.",Thomas Jefferson University]US
2578,"Department of Pathology, University of Maryland School of Medicine, Maryland, USA.",University of Maryland]US
2582,"Department of Pediatrics, Pediatric Nephrology, University of Rochester Medical Center, Rochester, New York.",University of Rochester]US
2584,"Division of Transplant Surgery and Transplant Surgery Research Laboratory, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",Harvard University]US
2589,"Revivicor, Blacksburg, Virginia, USA.",Revivicor Inc]US
2591,"Division of Transplantation, Department of Surgery, UW Health Transplant Center, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin, USA. Electronic address: jon@surgery.wisc.edu.",University of Wisconsin]US
2594,"Health Systems Management, Inc., Tifton, Georgia.",Health Systems Management Inc]US
2595,"Department of Medicine, Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and University of California, San Francisco, California.",University of California]US
2597,"Department of Pediatrics, College of Medicine, University of Cincinnati, Cincinnati, Ohio.",University of Cincinnati]US
2599,"Department of Internal Medicine, Division of Nephrology, University of Michigan, Ann Arbor, MI, 48104, USA.",University of Michigan]US
2600,"Division of Cardiology, Tufts Medical Center, Boston, Massachusetts.",Tufts University]US
2601,"Department of Pathology, University of Maryland School of Medicine, Maryland, USA. Electronic address: cdrachenberg@som.umaryland.edu.",University of Maryland]US
2602,"Department of Medicine, VA San Diego Healthcare System and University of California at San Diego Medical School, San Diego, California.",University of California]US
2604,"Department of Epidemiology, Bloomberg School of Public Health, School of Medicine, Johns Hopkins University, Baltimore, Maryland",Johns Hopkins University]US
2612,"Division of Nephrology and Hypertension, Department of Medicine, University of North Carolina School of Medicine, Chapel Hill, North Carolina.",University of North Carolina]US
2614,"Department of Anesthesiology and Perioperative Medicine, Mayo Clinic, Jacksonville, FL.",Mayo Clinic]US
2616,"Department of Surgery, NYU Grossman School of Medicine, NYU Langone Health, New York, NY.",New York University]US
2617,"Department of Medicine, Division of Cardiology, Columbia University Irving Medical Center",Columbia University]US
2619,"Division of Transplant Surgery, Department of Surgery, Medical University of South Carolina, Charleston, South Carolina.",University of South Carolina]US
2620,"Cardiology Section, VA Eastern Colorado Health Care System, Aurora, Colorado.",VA Health Systems Research]US
2621,"Geriatric Research and Education Clinical Center, VA Maryland Healthcare System, Baltimore, Maryland. Electronic address: sseliger@medicine.umaryland.edu.",VA Health Systems Research]US
2622,"Division of Epidemiology, Department of Medicine, Vanderbilt University Medical Center, Nashville, Tennessee. Electronic address: yacob.tedla@vumc.org.",Vanderbilt University]US
2623,"UNC Lineberger Comprehensive Cancer Center, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina. Electronic address: daniel.crona@unc.edu.",University of North Carolina]US
2624,"Nephrology, Department of Medicine, Albert Einstein College of Medicine/Montefiore Medical Center, Bronx, New York.",Albert Einstein College of Medicine]US
2626,"Clinical and Translational Science, University of Pittsburgh, Pittsburgh, Pennsylvania, USA.",University of Pittsburgh]US
2629,"Glickman Urological and Kidney Institute and the Lerner Research Institute, Cleveland Clinic, Cleveland, Ohio.",Case Western Reserve University]US
2632,"William B Schwartz MD Division of Nephrology, Tufts Medical Center, Boston.",Tufts University]US
2635,"Division of Nephrology, Children's Mercy Kansas City, Kansas City, Missouri.",University of Kansas]US
2636,"Department of Surgery,University of Colorado School of Medicine,Aurora,Colorado,USA.",University of Colorado]US
2637,"Department of Medicine, Tulane School of Medicine, New Orleans, Louisiana.",Tulane University]US
2640,"Division of Nephrology-Hypertension, University of California, San Diego, La Jolla.",University of California]US
2644,"Cardiovascular Research Institute, Morehouse Medical School, Atlanta, Georgia.",Morehouse Medical School]US
2646,"Division of Public Health Sciences, Department of Biostatistics and Data Science, Wake Forest University School of Medicine, Winston-Salem, North Carolina.",Wake Forest University]US
2647,"Renal, Electrolyte and Hypertension Division, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania.",University of Pennsylvania]US
2649,"Abdominal Organ Transplant and Hepatobiliary Surgery, University of Virginia Health System, Charlottesville, VA.",University of Virginia]US
2650,"Division of Nephrology & Hypertension, MetroHealth Medical Center, Case Western Reserve University School of Medicine, Cleveland, Ohio.",Case Western Reserve University]US
2652,"Department of Pathology, Johns Hopkins University School of Medicine, Baltimore, Maryland.",Johns Hopkins University]US
2655,"Division of Cardiology, Department of Internal Medicine, University of Texas Southwestern Medical Center, Dallas, Texas.",University of Texas]US
2659,"Division of Nephrology, Department of Internal Medicine, Duke University, Duke University, Durham, NC, USA.",Duke University]US
2660,"Department of Medicine, Vanderbilt University Medical Center, Nashville, Tennessee.",Vanderbilt University]US
2661,"Division of Nephrology, Department of Medicine and Duke Clinical Research Institute, School of Medicine, Duke University, Durham, North Carolina.",Duke University]US
2662,"Cleveland Clinic Foundation, Cleveland, Ohio.",Case Western Reserve University]US
2663,"Division of Pediatric Nephrology, University of Colorado School of Medicine, Aurora, Colorado.",University of Colorado]US
2664,"Division of Medical Ethics, Department of Population Health, NYU Grossman School of Medicine, New York University, New York, NY.",New York University]US
2665,"Division of Anatomic Pathology, Mayo Clinic, Rochester, Minnesota, USA.",Mayo Clinic]US
2666,"Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA.",Johns Hopkins University]US
2667,"Renal Division, Transplant Research Center, Brigham and Women's Hospital, Harvard Medical School, Boston, MA.",Harvard University]US
2669,"Beckman Coulter, Brea, California.",Beckman Coulter Inc]US
2670,"Center for Transplantation Sciences, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts, USA. Electronic address: tkawai@mgh.harvard.edu.",Harvard University]US
2671,"Kidney Health Research Institute, Geisinger, Danville, Pennsylvania.",Geisinger Health]US
2673,"Division of Nephrology, Department of Medicine, Washington University in St. Louis School of Medicine, St. Louis, Missouri.",Washington University in St. Louis]US
2675,"Departments of Surgery and Pediatrics, MedStar Georgetown University Hospital, Georgetown, Washington, DC, USA.",Georgetown University]US
2678,"Glickman Urology and Kidney and Lerner Research Institutes, Cleveland Clinic, Cleveland, Ohio.",Case Western Reserve University]US
2679,"Department of Medicine, University of Chicago, Chicago, Illinois.",University of Chicago]US
2681,"Division of Pharmacoepidemiology and Pharmacoeconomics, Department of Medicine, Harvard Medical School, Brigham and Women's Hospital, Boston, Massachusetts.",Harvard University]US
2683,"Department of Medicine, Warren Alpert Medical School of Brown University, Providence, Rhode Island, USA.",Providence Health Inc]US
2688,"Department of Community Health and Prevention, Drexel University Dornsife School of Public Health, Philadelphia, Pennsylvania.",Drexel University]US
2689,"Immunopathology Research Laboratory, Department of Pathology, Massachusetts General Hospital, Boston, Massachusetts, USA.",Harvard University]US
2690,"Center for Translational Research, Children's National Research Institute, Washington, DC.",George Washington University]US
2692,"Department of Surgery-Transplant Surgery, University of Colorado School of Medicine, Aurora, Colorado, USA",University of Colorado]US
2693,"Section of Nephrology, Michael E. DeBakey Veterans Affairs Medical Center, Houston, Texas.",VA Health Systems Research]US
2699,"Center for Bioethics and Medical Humanities, Feinberg School of Medicine, Northwestern University, Chicago, Illinois.",Northwestern Univerisity]US
2700,"Division of Nephrology, Department of Medicine, Icahn School of Medicine at Mount Sinai, New York, New York",Mount Sinai]US
2701,"Research Service Line, Michael E. DeBakey Veterans Affairs Medical Center, Houston, Texas",VA Health Systems Research]US
2703,"Laboratory Corporation of America, Burlington, North Carolina.",Labcorp Inc]US
2707,"Kidney Health Research Collaborative, Department of Medicine, San Francisco Veterans Affairs Health Care System and University of California San Francisco, San Francisco.",VA Health Systems Research]US
2708,"VA Medical Center, Iowa City, Iowa, USA. Electronic address: christie-thomas@uiowa.edu.",VA Health Systems Research]US
2709,"Division of Pediatric Nephrology, Seattle Children's Hospital, Seattle, Washington.",University of Washington]US
2710,"Department of Surgery, Johns Hopkins University School of Medicine, Baltimore, Maryland.",Johns Hopkins University]US
2711,"Division of Abdominal Transplant, Department of Surgery, Duke University, Durham, NC, USA",Duke University]US
2712,"Institution for Clinical and Translational Research, Johns Hopkins University School of Medicine, Baltimore, Maryland.",Johns Hopkins University]US
2713,"Division of Hepatology, Baylor University Medical Center, Dallas, TX.",Baylor University]US
2715,"Division of Infectious Diseases, Mayo Clinic, Jacksonville, FL.",Mayo Clinic]US
2716,"Pediatric Nephrology Department, Medical University of South Carolina, Charleston, South Carolina, USA.",University of South Carolina]US
2717,"Department of Medicine, University of Washington, Seattle, Washington.",University of Washington]US
2718,"Department of Medicine, and Division of Renal Pathology, Department of Pathology, School of Medicine, Johns Hopkins University, Baltimore, Maryland.",Johns Hopkins University]US
2721,"Division of Cardiology, Department of Medicine, University of California, San Diego, La Jolla",University of California]US
2723,"Department of Pharmacy and Therapeutics, University of Pittsburgh School of Pharmacy, Pittsburgh, Pennsylvania.",University of Pittsburgh]US
2725,"Department of Biostatistics, Epidemiology and Informatics, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA",University of Pennsylvania]US
2726,"Division of Nephrology, Department of Medicine, Johns Hopkins School of Medicine, Baltimore, Maryland.",Johns Hopkins University]US
2727,"Biomedical Data Science, Geisel School of Medicine at Dartmouth, Hanover, New Hampshire.",Dartmouth College]US
2728,"Department of Health Sciences, School of Medicine, University of North Carolina-Chapel Hill, Chapel Hill, North Carolina.",University of North Carolina]US
2729,"Division of Nephrology and Hypertension, Kidney Center, Department of Medicine, University of North Carolina, Chapel Hill, North Carolina.",University of North Carolina]US
2730,"Mayo Clinic College of Medicine, Rochester, Minnesota, USA.",Mayo Clinic]US
2731,"Behavioral Health, The Rogosin Institute, New York, New York.",Cornell University]US
2732,"Stanford University, Stanford, California, USA.",Stanford University]US
2739,"Departments of Medicine (Infectious Diseases and Geographic Medicine), and Epidemiology and Population Health, Stanford University, Stanford, California.",Stanford University]US
2740,"Department of Medicine, University of Illinois Chicago, Chicago, Illinois, USA.",University of Illinois]US
2742,"Fresenius Kidney Care, Waltham, Massachusetts.",Fresenius Health]US
2743,"Harrington Heart and Vascular Institute, University Hospitals Cleveland Medical Center and Case Western Reserve University, Cleveland, Ohio.",Case Western Reserve University]US
2744,"UT Dell Medical School, Austin, Texas, USA.",University of Texas]US
2746,"NextGen Precision Health,University of Missouri,Columbia,Missouri,USA. Electronic address: haval.shirwan@health.missouri.edu.",University of Missouri]US
2748,"Department of Pathology and Cell Biology, Columbia University Irving Medical Center, New York, NY.",Columbia University]US
2750,"Division of Nephrology and Hypertension, Department of Medicine, University of North Carolina, Chapel Hill, North Carolina.",University of North Carolina]US
2752,"Division of Infectious Diseases, Department of Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",University of Pennsylvania]US
2753,"Department of Biochemistry and Molecular Biology, The University of Texas McGovern Medical School at Houston, Houston, Texas.",University of Texas]US
2754,"Feinberg School of Medicine, Department of Pediatrics, Northwestern University, Chicago, Illinois.",Northwestern Univerisity]US
2755,"Department of Pediatrics, Boston Children's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",Harvard University]US
2756,"Department of Pharmacy, Columbia University Irving Medical Center",Columbia University]US
2757,"Division of Maternal-Fetal Medicine, Women's Health Service Line, Danville, Pennsylvania.",Women's Health Service Line]US
2759,"Office of Biostatistics Research, National Heart, Lung and Blood Institute, Bethesda, Maryland, USA.",National Institutes of Health]US
2761,"Nashville VA Medical Center, VA Tennessee Valley Healthcare System, Nashville, Tennessee.",VA Health Systems Research]US
2762,"Division of Nephrology, Department of Medicine, Columbia University Vagelos College of Physicians and Surgeons, New York, NY.",Columbia University]US
2767,"Herbert Wertheim School of Public Health and Human Longevity Science, UC San Diego, La Jolla, California.",University of California]US
2768,"Division of Transplantation and Advanced Hepatobiliary Surgery, University of Utah, Primary Children's Hospital, Salt Lake City, UT.",University of Utah]US
2770,"Yale School of Medicine, Department of Surgery, New Haven, Connecticut, USA. Electronic address: gregory.tietjen@yale.edu.",Yale University]US
2772,"Division of Abdominal Transplant, Department of Surgery, Duke University, Durham, NC, USA.",Duke University]US
2773,"Department of Transplant and Hepatobiliary Surgery, Henry Ford Health System, Detroit, Michigan, USA",Henry Ford Health]US
2774,"Department of Surgery, Stanford University School of Medicine, Palo Alto, California, USA",Stanford University]US
2776,"Division of Sleep and Circadian Disorders, Brigham and Women's Hospital, Boston, Massachusetts.",Harvard University]US
2778,"Division of Kidney Diseases and Hypertension, George Washington University School of Medicine, Washington, DC.",George Washington University]US
2780,"Dallas Nephrology Associates, Dallas, Texas.",Dallas Nephrology Associates]US
2781,"Departments of Medicine and Epidemiology and Population Health, Stanford University, Palo Alto, California.",Stanford University]US
2782,"UNC Kidney Center , Division of Nephrology and Hypertension , Department of Medicine , University of North Carolina at Chapel Hill, Chapel Hill, North Carolina.",University of North Carolina]US
2783,"Department of Pediatrics, Nationwide Children's Hospital, Columbus, Ohio.",Ohio State University]US
2784,"Department of Surgery, University of Colorado - Anschutz Medical Campus, Aurora, Colorado.",University of Colorado]US
2788,"Department of Medicine, Icahn School of Medicine at Mount Sinai, New York, NY.",Mount Sinai]US
2789,"Department of Anesthesiology and Critical Care Medicine, Johns Hopkins School of Medicine, Baltimore, Maryland. Electronic address: mehmann1@jhmi.edu.",Johns Hopkins University]US
2792,"Division of Cardiovascular Medicine, Beth Israel Deaconess Medical Center, Boston, Massachusetts.",Tufts University]US
2793,"Late Stage Development, Cardiovascular, Renal and Metabolism (CVRM), Biopharmaceuticals R&D, AstraZeneca, Gaithersburg, Maryland.",AstraZeneca Inc]GB
2796,"Department of Surgery, Division of Cardiac Surgery, Columbia University Irving Medical Center.",Columbia University]US
2799,"Biomedical Informatics and Data Science Section, Department of General Internal Medicine, Johns Hopkins University School of Medicine, Baltimore, Maryland.",Johns Hopkins University]US
2802,"Stanford Immunology, Stanford University School of Medicine, Palo Alto, California, USA. Electronic address: omm@stanford.edu.",Stanford University]US
2805,"Pritzker School of Medicine, University of Chicago, Chicago, Illinois, USA.",University of Chicago]US
2806,"Department of Surgery-Transplant Surgery, University of Colorado School of Medicine, Aurora, Colorado, USA.",University of Colorado]US
2807,"Division of Transplant, Department of Surgery, University of California, San Francisco, California, USA.",University of California]US
2808,"Clinical Epidemiology Center, Research and Development Service, VA St. Louis Health Care System, St. Louis, Missouri.",VA Health Systems Research]US
2809,"Division of Nephrology, Department of Medicine, University of Illinois Chicago, Chicago, Illinois.",University of Illinois]US
2811,"Department of Surgery, NYU Grossman School of Medicine, New York, New York.",New York University]US
2814,"Department of Surgery, Division of Transplantation, Emory University School of Medicine, Atlanta, Georgia, USA",Emory University]US
2817,"Department of Social Work, Stanford Health Care, Palo Alto, CA.",Stanford University]US
2818,"Vanderbilt Children's Hospital, Nashville, Tennessee.",Vanderbilt University]US
2821,"Welch Center for Prevention, Epidemiology and Clinical Research, Johns Hopkins University Baltimore, Maryland. Electronic address: nsriall1@jh.edu.",Johns Hopkins University]US
2823,"University of Pennsylvania Perelman School of Medicine, The Children's Hospital of Philadelphia, Philadelphia, Pennsylvania.",University of Pennsylvania]US
2825,"Institute for Clinical Research and Health Policy Studies, Tufts Medical Center, Boston, Massachusetts",Tufts University]US
2826,"Arbor Research Collaborative for Health, Ann Arbor, Michigan.",University of Michigan]US
2827,"Department of Biostatistics, Columbia University, New York, New York.",Columbia University]US
2830,"Department of Medicine, Feinberg School of Medicine, Northwestern University, Chicago, Illinois. Electronic address: ggarg3@jhu.edu.",Northwestern Univerisity]US
2832,"Division of Abdominal Transplantation, Baylor University Medical Center, Dallas, Texas, USA.",Baylor University]US
2833,"Department of Internal Medicine, University of Texas at Austin Dell Medical School, Austin, Texas.",University of Texas]US
2837,"Division of Transplantation, Department of Surgery, Emory University School of Medicine, Atlanta, Georgia, USA.",Emory University]US
2839,"Department of Pediatrics, Division of Neonatology, Columbia University, New York, New York.",Columbia University]US
2841,"Mayo Clinic Proteomics Core, Mayo Clinic, Rochester, Minnesota.",Mayo Clinic]US
2844,"Department of Medicine, Division of Nephrology, Columbia University Irving Medical Center",Columbia University]US
2845,"Bloomberg School of Public Health, Johns Hopkins University, Baltimore, Maryland.",Johns Hopkins University]US
