,Unnamed: 0,LOC_SET
2599,"Department of Internal Medicine, Division of Nephrology, University of Michigan, Ann Arbor, MI, 48104, USA.","{'MI', 'Ann Arbor', 'USA'}"
2600,"Division of Cardiology, Tufts Medical Center, Boston, Massachusetts.","{'Boston', 'Tufts Medical Center', 'Massachusetts'}"
2601,"Department of Pathology, University of Maryland School of Medicine, Maryland, USA. Electronic address: cdrachenberg@som.umaryland.edu.","{'Maryland', 'USA'}"
2602,"Department of Medicine, VA San Diego Healthcare System and University of California at San Diego Medical School, San Diego, California.","{'San Diego Healthcare System', 'California', 'San Diego', 'San Diego Medical School'}"
2603,"Transplant Immunology Research Center of Excellence, Koç University Hospital, Istanbul, Turkey.","{'Turkey', 'Koç University Hospital', 'Istanbul'}"
2604,"Department of Epidemiology, Bloomberg School of Public Health, School of Medicine, Johns Hopkins University, Baltimore, Maryland","{'Bloomberg School of Public Health', 'Maryland', 'School of Medicine', 'Baltimore'}"
2605,"Alberta Diabetes Institute, University of Alberta, Edmonton, Alberta, Canada.","{'Alberta', 'Edmonton', 'Canada'}"
2606,"Central and Northern Adelaide Renal and Transplantation Service, Royal Adelaide Hospital, Adelaide, South Australia, Australia","{'Australia', 'Adelaide', 'Royal Adelaide Hospital', 'South Australia'}"
2607,"Department for Clinical Medicine-Comparative Medicine Laboratory, Aarhus University, Denmark.",{'Denmark'}
2608,"Division of Nephrology, National Clinical Research Center for Kidney Disease, State Key Laboratory of Organ Failure Research, Nanfang Hospital, Southern Medical University, Guangzhou, China.","{'Guangzhou', 'Nanfang Hospital', 'China'}"
2609,"Department of Cardiac, Thoracic and Vascular Sciences, University of Padova, Padova, Italy.","{'Italy', 'Padova'}"
2610,"Digestive Organs Transplant Division, Gastroenterology Department, University of São Paulo School of Medicine FM-USP, São Paulo, Brazil.","{'Brazil', 'São Paulo'}"
2611,"Coronavirus and Other Respiratory Viruses Division, National Center for Immunization and Respiratory Diseases, CDC.",set()
2612,"Division of Nephrology and Hypertension, Department of Medicine, University of North Carolina School of Medicine, Chapel Hill, North Carolina.","{'North Carolina', 'Chapel Hill'}"
2613,"Department of Transplantation Surgery, Institute for Clinical and Experimental Medicine, Prague, Czech Republic.","{'Czech Republic', 'Prague'}"
2614,"Department of Anesthesiology and Perioperative Medicine, Mayo Clinic, Jacksonville, FL.","{'Jacksonville', 'FL'}"
2615,"FHU SUPORT. Tours, France.","{'France', 'Tours'}"
2616,"Department of Surgery, NYU Grossman School of Medicine, NYU Langone Health, New York, NY.","{'NY', 'man School', 'New York', 'one', 'Medicine'}"
2617,"Department of Medicine, Division of Cardiology, Columbia University Irving Medical Center",{'Irving Medical Center'}
2618,"Clinical Public Health, Dalla Lana School of Public Health, University of Toronto, Toronto, Ontario, Canada.","{'na School', 'Canada', 'Ontario', 'Toronto', 'lla'}"
2619,"Division of Transplant Surgery, Department of Surgery, Medical University of South Carolina, Charleston, South Carolina.","{'South Carolina', 'Charleston'}"
2620,"Cardiology Section, VA Eastern Colorado Health Care System, Aurora, Colorado.","{'Colorado', 'Aurora', 'Eastern Colorado Health Care System'}"
2621,"Geriatric Research and Education Clinical Center, VA Maryland Healthcare System, Baltimore, Maryland. Electronic address: sseliger@medicine.umaryland.edu.","{'Maryland', 'Baltimore'}"
2622,"Division of Epidemiology, Department of Medicine, Vanderbilt University Medical Center, Nashville, Tennessee. Electronic address: yacob.tedla@vumc.org.","{'Nashville', 'Tennessee', 'Vanderbilt University Medical Center'}"
2623,"UNC Lineberger Comprehensive Cancer Center, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina. Electronic address: daniel.crona@unc.edu.","{'North Carolina', 'Chapel Hill', 'Lineberger Comprehensive Cancer Center'}"
2624,"Nephrology, Department of Medicine, Albert Einstein College of Medicine/Montefiore Medical Center, Bronx, New York.","{'Bronx', 'New York', 'Albert Einstein College of Medicine/Montefiore Medical Center'}"
2625,"Nephrology Department, CHRU de Nancy, Vandoeuvre-lès-Nancy",{'Vandoeuvre-lès-Nancy'}
2626,"Clinical and Translational Science, University of Pittsburgh, Pittsburgh, Pennsylvania, USA.","{'Pittsburgh', 'Pennsylvania', 'USA'}"
2627,"Department of Nephrology, Renmin Hospital of Wuhan University, Wuhan, Hubei Province, China.","{'Hubei Province', 'Wuhan', 'China', 'min Hospital'}"
2628,"Department of Renal Medicine, Sir Charles Gairdner Hospital, Nedlands, Western Australia.","{'Nedlands', 'Sir Charles Gairdner Hospital', 'Western Australia'}"
2629,"Glickman Urological and Kidney Institute and the Lerner Research Institute, Cleveland Clinic, Cleveland, Ohio.","{'Cleveland', 'Ohio'}"
2630,"The Rappaport Faculty of Medicine, Technion-Israel Institute of Technology, Haifa, Israel.","{'Israel', 'Haifa'}"
2631,"Liver Disease Prevention and Treatment Research Foundation, Taiwan, Republic of China.","{'Taiwan', 'Republic of China'}"
2632,"William B Schwartz MD Division of Nephrology, Tufts Medical Center, Boston.","{'Boston', 'Tufts Medical Center'}"
2633,"Swiss Pediatric Liver Center, Pediatric Gastroenterology, Hepatology and Nutrition Unit, Department of Pediatrics, Gynecology and Obstetrics, Geneva University Hospitals and University of Geneva, Geneva, Switzerland.","{'Geneva', 'Switzerland'}"
2634,"Department of Statistics and Quantitative Methods, University of Milano-Bicocca, Milan, Italy.","{'Milan', 'Italy'}"
2635,"Division of Nephrology, Children's Mercy Kansas City, Kansas City, Missouri.","{'Kansas City', 'Missouri'}"
2636,"Department of Surgery,University of Colorado School of Medicine,Aurora,Colorado,USA.","{'Colorado', 'Aurora', 'USA.'}"
2637,"Department of Medicine, Tulane School of Medicine, New Orleans, Louisiana.","{'Tulane School of Medicine', 'Louisiana', 'New Orleans'}"
2638,"Unité de transplantation rénale, Hôpital Pellegrin, CHU de Bordeaux. Bordeaux, France.","{'France', 'Bordeaux', 'Hôpital Pellegrin'}"
2639,"Department of Clinical Epidemiology, Leiden University Medical Center, Leiden, The Netherlands. Electronic address: R.J.Janse@lumc.nl.","{'Leiden University Medical Center', 'The Netherlands', 'Leiden'}"
2640,"Division of Nephrology-Hypertension, University of California, San Diego, La Jolla.",{'La Jolla'}
2641,"Department of Nephrology, Sun Yat-Sen Memorial Hospital, Sun Yat-Sen University, Guangzhou, China.","{'Guangzhou', 'Sun Yat-Sen Memorial Hospital', 'China'}"
2642,"NHMRC Clinical Trials Centre, The University of Sydney, Sydney, New South Wales, Australia.","{'New South Wales', 'Australia', 'Sydney'}"
2643,"Mazankowski Alberta Heart Institute, Edmonton, Alberta, Canada.","{'Alberta', 'Edmonton', 'Canada'}"
2644,"Cardiovascular Research Institute, Morehouse Medical School, Atlanta, Georgia.","{'Atlanta', 'Georgia', 'Morehouse Medical School'}"
2645,"Department of Blood Group Serology and Transfusion Medicine, Medical University of Vienna, Vienna, Austria.","{'Vienna', 'Austria'}"
2646,"Division of Public Health Sciences, Department of Biostatistics and Data Science, Wake Forest University School of Medicine, Winston-Salem, North Carolina.","{'North Carolina', 'Winston-Salem'}"
2647,"Renal, Electrolyte and Hypertension Division, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania.","{'Philadelphia', 'Pennsylvania', 'Perelman School of Medicine'}"
2648,"Division of Nephrology, University of British Columbia, St Paul's Hospital, Vancouver, British Columbia, Canada.","{""St Paul's Hospital"", 'Vancouver', 'British Columbia', 'Canada'}"
2649,"Abdominal Organ Transplant and Hepatobiliary Surgery, University of Virginia Health System, Charlottesville, VA.","{'Charlottesville', 'VA'}"
2650,"Division of Nephrology & Hypertension, MetroHealth Medical Center, Case Western Reserve University School of Medicine, Cleveland, Ohio.","{'Cleveland', 'School of Medicine', 'Ohio', 'MetroHealth Medical Center'}"
2651,"Department of Anesthesiology and Critical Care, Max Super Speciality Hospital, Saket, New Delhi, India.","{'New Delhi', 'Max Super Speciality Hospital', 'India', 'Saket'}"
2652,"Department of Pathology, Johns Hopkins University School of Medicine, Baltimore, Maryland.","{'Johns Hopkins University School of Medicine', 'Maryland', 'Baltimore'}"
2653,"Department of Internal Medicine, Division of Nephrology & Transplantation, Erasmus Medical Center, University Medical Center Rotterdam, Rotterdam, The Netherlands.","{'The Netherlands', 'University Medical Center Rotterdam', 'Erasmus Medical Center', 'Rotterdam'}"
2654,"CSL-Vifor, Glattbrugg, Switzerland.","{'Switzerland', 'Glattbrugg'}"
2655,"Division of Cardiology, Department of Internal Medicine, University of Texas Southwestern Medical Center, Dallas, Texas.","{'Southwestern Medical Center', 'Dallas', 'Texas'}"
2656,"National Medical Research Center for Children's Health, Moscow, Russia.","{'Russia', 'Moscow'}"
2657,"Department of Internal Medicine, St. Antonius Hospital, Nieuwegein, the Netherlands.","{'Netherlands', 'Nieuwegein', 'St. Antonius Hospital'}"
2658,"Department of Nephrology, CHRU Jean Minjoz, Bensançon, France.","{'France', 'Bensançon'}"
2659,"Division of Nephrology, Department of Internal Medicine, Duke University, Duke University, Durham, NC, USA.","{'Durham', 'NC', 'USA'}"
2660,"Department of Medicine, Vanderbilt University Medical Center, Nashville, Tennessee.","{'Nashville', 'Tennessee', 'Vanderbilt University Medical Center'}"
2661,"Division of Nephrology, Department of Medicine and Duke Clinical Research Institute, School of Medicine, Duke University, Durham, North Carolina.","{'North Carolina', 'Durham'}"
2662,"Cleveland Clinic Foundation, Cleveland, Ohio.","{'Cleveland', 'Ohio'}"
2663,"Division of Pediatric Nephrology, University of Colorado School of Medicine, Aurora, Colorado.","{'Colorado', 'Aurora'}"
2664,"Division of Medical Ethics, Department of Population Health, NYU Grossman School of Medicine, New York University, New York, NY.","{'New York', 'NY'}"
2665,"Division of Anatomic Pathology, Mayo Clinic, Rochester, Minnesota, USA.","{'Minnesota', 'USA', 'Rochester'}"
2666,"Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA.","{'Maryland', 'School of Medicine', 'USA', 'Baltimore'}"
2667,"Renal Division, Transplant Research Center, Brigham and Women's Hospital, Harvard Medical School, Boston, MA.","{'Harvard Medical School', 'Boston', ""Brigham and Women's Hospital"", 'MA'}"
2668,"Department of Pediatric Nephrology, Azienda Ospedaliera Universitaria ""G. Martino,"" Messina, Italy.","{'G. Martino', 'Italy', 'Messina'}"
2669,"Beckman Coulter, Brea, California.","{'California', 'Brea'}"
2670,"Center for Transplantation Sciences, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts, USA. Electronic address: tkawai@mgh.harvard.edu.","{'Massachusetts', 'USA', 'Harvard Medical School', 'Massachusetts General Hospital', 'Boston'}"
2671,"Kidney Health Research Institute, Geisinger, Danville, Pennsylvania.","{'Geisinger', 'Pennsylvania', 'Danville'}"
2672,"Department of Renal Medicine, St George Hospital, Kogarah, New South Wales, Australia","{'New South Wales', 'Kogarah', 'St George Hospital', 'Australia'}"
2673,"Division of Nephrology, Department of Medicine, Washington University in St. Louis School of Medicine, St. Louis, Missouri.","{'Missouri', 'St. Louis', 'St. Louis School of Medicine'}"
2674,"Department of Microbiology, Immunology and Transplantation, Nephrology and Renal Transplantation Research Group, KU Leuven, Leuven, Belgium.","{'Belgium', 'Leuven'}"
2675,"Departments of Surgery and Pediatrics, MedStar Georgetown University Hospital, Georgetown, Washington, DC, USA.","{'Georgetown', 'Washington, DC', 'USA', 'MedStar Georgetown University Hospital'}"
2676,"Leeds Teaching Hospitals NHS Trust, Leeds, United Kingdom.","{'Leeds', 'United Kingdom'}"
2677,"Department of Immunology and Microbiology, Key Laboratory of Cell Differentiation and Apoptosis of Chinese Ministry of Education, School of Medicine, Shanghai Institute of Immunology, Shanghai Jiao Tong University, Shanghai, People's Republic of China.","{""People's Republic of China"", 'Shanghai'}"
2678,"Glickman Urology and Kidney and Lerner Research Institutes, Cleveland Clinic, Cleveland, Ohio.","{'Cleveland', 'Ohio'}"
2679,"Department of Medicine, University of Chicago, Chicago, Illinois.","{'Illinois', 'Chicago'}"
2680,"Department of Nephrology, Institute of Kidney Diseases and Research Center, Dr H.L. Trivedi Institute of Transplantation Sciences (IKDRC-ITS), Ahmedabad, Gujarat, India.","{'India', 'Gujarat', 'Ahmedabad'}"
2681,"Division of Pharmacoepidemiology and Pharmacoeconomics, Department of Medicine, Harvard Medical School, Brigham and Women's Hospital, Boston, Massachusetts.","{'Harvard Medical School', 'Boston', 'Massachusetts', ""Brigham and Women's Hospital""}"
2682,"Radiology and Oncology Department, Instituto do Câncer do Estado de São Paulo, Faculdade de Medicina da Universidade de São Paulo, São Paulo, Brazil.","{'Brazil', 'São Paulo'}"
2683,"Department of Medicine, Warren Alpert Medical School of Brown University, Providence, Rhode Island, USA.","{'Warren', 'USA', 'Medical School', 'Rhode Island', 'Providence', 'Brown University'}"
2684,"Institute for Transplantation, Urology and Nephrology (ITUN) Nantes University Hospital, Nantes, France.","{'Nantes', 'France', 'Nantes University Hospital'}"
2685,"Department of Nephrology, Guangdong Provincial Hospital of Chinese Medicine, The Second Affiliated Hospital, The Second Clinical College, Guangzhou University of Chinese Medicine, Guangzhou, China.","{'The Second Affiliated Hospital', 'Guangdong Provincial Hospital of Chinese Medicine', 'China', 'Guangzhou'}"
2686,"European Renal Association (ERA) Registry, Amsterdam UMC, University of Amsterdam, Medical Informatics, Amsterdam",{'Amsterdam'}
2687,"E.M. Uleryk Consulting, Mississauga, Ontario, Canada.","{'Mississauga', 'Ontario', 'Canada'}"
2688,"Department of Community Health and Prevention, Drexel University Dornsife School of Public Health, Philadelphia, Pennsylvania.","{'Philadelphia', 'Pennsylvania'}"
2689,"Immunopathology Research Laboratory, Department of Pathology, Massachusetts General Hospital, Boston, Massachusetts, USA.","{'Boston', 'Massachusetts General Hospital', 'Massachusetts', 'USA'}"
2690,"Center for Translational Research, Children's National Research Institute, Washington, DC.","{'Washington, DC'}"
2691,"Department of Pediatric Rheumatology and Allergy, The First Hospital of Jilin University, Changchun, China.","{'China', 'Changchun'}"
2692,"Department of Surgery-Transplant Surgery, University of Colorado School of Medicine, Aurora, Colorado, USA","{'Colorado', 'Aurora', 'USA'}"
2693,"Section of Nephrology, Michael E. DeBakey Veterans Affairs Medical Center, Houston, Texas.","{'Michael', 'Medical Center', 'Bakey Veterans', 'Texas', 'Houston'}"
2694,"Department of Nephrology and Hypertension, Perth Children's Hospital, Nedlands, Western Australia, Australia.","{'Nedlands', 'Western Australia', ""Perth Children's Hospital"", 'Australia'}"
2695,"Medical Unit Renal Medicine, Karolinska University Hospital, and CLINTEC, Karolinska Institutet, Stockholm, Sweden.","{'Karolinska University Hospital', 'Sweden', 'Stockholm'}"
2696,"Division of Nephrology and Dialysis, Department of Medicine III, Medical University of Vienna, Vienna, Austria.","{'Vienna', 'Austria'}"
2697,"Department of Anesthesiology, Shanghai Pulmonary Hospital, School of Medicine, Tongji University, Shanghai, China.","{'Shanghai', 'China', 'Shanghai Pulmonary Hospital'}"
2698,"Key Lab of Combined Multi-organ Transplantation of the Ministry of Health, the First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China. Electronic address: liangtingbo@zju.edu.cn.","{'Hangzhou', 'China', 'First Affiliated Hospital'}"
2699,"Center for Bioethics and Medical Humanities, Feinberg School of Medicine, Northwestern University, Chicago, Illinois.","{'Illinois', 'Chicago'}"
2700,"Division of Nephrology, Department of Medicine, Icahn School of Medicine at Mount Sinai, New York, New York","{'Mount Sinai', 'New York', 'Icahn School of Medicine'}"
2701,"Research Service Line, Michael E. DeBakey Veterans Affairs Medical Center, Houston, Texas","{'Michael E', 'Houston', 'DeBakey Veterans Affairs Medical Center', 'Texas'}"
2702,"Banco de Tejidos, Fundación Banco de Sangre y Tejidos de las Illas Balears, Instituto de Investigaciones Sanitarias Illes Balears (IdISBa), Palma de Mallorca, Spain.","{'Illas Balears', 'Spain', 'Palma de Mallorca'}"
2703,"Laboratory Corporation of America, Burlington, North Carolina.","{'North Carolina', 'Burlington'}"
2704,"Clinical Epidemiology Team, Centre for Research in Epidemiology and Population Health (CESP), University Paris-Saclay, UVSQ, Inserm, Villejuif, France.","{'France', 'Villejuif'}"
2705,"Department of Clinical Sciences and Community Health, Università degli Studi di Milano, Milan, Italy.","{'Milan', 'Italy'}"
2706,"Pediatric Liver Unit, National Reference Centre for Rare Pediatric Liver Diseases (Biliary Atresia and Genetic Cholestasis), FILFOIE, Necker-Enfants Malades Hospital, University of Paris, Paris, France.","{'University', 'France', 'Necker-Enfants Malades Hospital', 'Paris'}"
2707,"Kidney Health Research Collaborative, Department of Medicine, San Francisco Veterans Affairs Health Care System and University of California San Francisco, San Francisco.",{'San Francisco'}
2708,"VA Medical Center, Iowa City, Iowa, USA. Electronic address: christie-thomas@uiowa.edu.","{'Iowa', 'Iowa City', 'VA Medical Center', 'USA'}"
2709,"Division of Pediatric Nephrology, Seattle Children's Hospital, Seattle, Washington.","{""Seattle Children's Hospital"", 'Washington', 'Seattle'}"
2710,"Department of Surgery, Johns Hopkins University School of Medicine, Baltimore, Maryland.","{'Maryland', 'Hopkins University School of Medicine', 'Baltimore'}"
2711,"Division of Abdominal Transplant, Department of Surgery, Duke University, Durham, NC, USA","{'Durham', 'NC', 'USA'}"
2712,"Institution for Clinical and Translational Research, Johns Hopkins University School of Medicine, Baltimore, Maryland.","{'Maryland', 'Baltimore'}"
2713,"Division of Hepatology, Baylor University Medical Center, Dallas, TX.","{'TX', 'Baylor University Medical Center', 'Dallas'}"
2714,"Y. Veltischev Research and Clinical Institute for Pediatrics, Pirogov Russian National Research Medical University, Moscow, Russia.","{'Russia', 'Moscow'}"
2715,"Division of Infectious Diseases, Mayo Clinic, Jacksonville, FL.","{'Jacksonville', 'FL'}"
2716,"Pediatric Nephrology Department, Medical University of South Carolina, Charleston, South Carolina, USA.","{'South Carolina', 'Charleston', 'USA'}"
2717,"Department of Medicine, University of Washington, Seattle, Washington.","{'Seattle', 'Washington'}"
2718,"Department of Medicine, and Division of Renal Pathology, Department of Pathology, School of Medicine, Johns Hopkins University, Baltimore, Maryland.","{'Maryland', 'Baltimore'}"
2719,"Department of Surgery, University of Alberta, Edmonton, Alberta, Canada.","{'Alberta', 'Edmonton', 'Canada'}"
2720,"Department of nephrology, dialysis and transplantation, University Hospital of Strasbourg, Strasbourg, Bas Rhin, France.","{'France', 'Bas Rhin', 'Strasbourg', 'University Hospital of Strasbourg'}"
2721,"Division of Cardiology, Department of Medicine, University of California, San Diego, La Jolla",{'La Jolla'}
2722,"Institute of Virology, University Clinics Freiburg, Freiburg, Germany.","{'Germany', 'Freiburg'}"
2723,"Department of Pharmacy and Therapeutics, University of Pittsburgh School of Pharmacy, Pittsburgh, Pennsylvania.","{'Pittsburgh', 'Pennsylvania'}"
2724,"Department of Pathology, Faculty of Medicine in Pilsen, Charles University, and Teaching Hospital, Pilsen, Czech Republic.","{'Pilsen', 'Czech Republic', 'Teaching Hospital'}"
2725,"Department of Biostatistics, Epidemiology and Informatics, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA","{'Philadelphia', 'PA'}"
2726,"Division of Nephrology, Department of Medicine, Johns Hopkins School of Medicine, Baltimore, Maryland.","{'Johns Hopkins School of Medicine', 'Baltimore', 'Maryland', 'Medicine'}"
2727,"Biomedical Data Science, Geisel School of Medicine at Dartmouth, Hanover, New Hampshire.","{'Hanover', 'New Hampshire'}"
2728,"Department of Health Sciences, School of Medicine, University of North Carolina-Chapel Hill, Chapel Hill, North Carolina.","{'North Carolina', 'pel', 'Chapel Hill'}"
2729,"Division of Nephrology and Hypertension, Kidney Center, Department of Medicine, University of North Carolina, Chapel Hill, North Carolina.","{'North Carolina', 'Chapel Hill'}"
2730,"Mayo Clinic College of Medicine, Rochester, Minnesota, USA.","{'Minnesota', 'Mayo Clinic College of Medicine', 'Rochester', 'USA'}"
2731,"Behavioral Health, The Rogosin Institute, New York, New York.",{'New York'}
2732,"Stanford University, Stanford, California, USA.","{'California', 'Stanford', 'USA'}"
2733,"Department of Cardiovascular Sciences, University of Leicester, Leicester, United Kingdom.","{'Leicester', 'United Kingdom'}"
2734,"Bambino Gesù Children's Hospital, Rome, Italy.","{'Italy', 'Rome', ""Bambino Gesù Children's Hospital""}"
2735,"Department of Nephrology, Hippokration Hospital, Aristotle University of Thessaloniki, Thessaloniki, Greece.","{'Greece.', 'Hippokration Hospital', 'ssaloniki', 'Thessaloniki'}"
2736,"Department of Microbiology, Immunology and Transplantation, Nephrology and Kidney Transplantation Research Group, KU Leuven, Leuven.",{'Leuven'}
2737,"ICES (formerly Institute for Clinical Evaluative Sciences), Ottawa, Ontario, Canada. Electronic address: ghundemer@toh.ca.","{'Ontario', 'Ottawa', 'Canada'}"
2738,"University of Leicester & Leicester General Hospital, Leicester, United Kingdom.","{'Leicester General Hospital', 'United Kingdom', 'Leicester'}"
2739,"Departments of Medicine (Infectious Diseases and Geographic Medicine), and Epidemiology and Population Health, Stanford University, Stanford, California.","{'California', 'Stanford'}"
2740,"Department of Medicine, University of Illinois Chicago, Chicago, Illinois, USA.","{'Illinois', 'USA', 'Chicago'}"
2741,"Graduate School of Medical Science and Engineering, Korea Advanced Institute of Science and Technology, Daejeon, Republic of Korea.","{'Republic of Korea', 'Daejeon'}"
2742,"Fresenius Kidney Care, Waltham, Massachusetts.","{'Waltham', 'Massachusetts'}"
2743,"Harrington Heart and Vascular Institute, University Hospitals Cleveland Medical Center and Case Western Reserve University, Cleveland, Ohio.","{'Cleveland', 'Ohio'}"
2744,"UT Dell Medical School, Austin, Texas, USA.","{'Austin', 'USA', 'Texas'}"
2745,"Section of Nephrology, Department of Internal Medicine, University of Manitoba, Winnipeg, Manitoba, Canada.","{'Winnipeg', 'Canada', 'Manitoba'}"
2746,"NextGen Precision Health,University of Missouri,Columbia,Missouri,USA. Electronic address: haval.shirwan@health.missouri.edu.","{'Columbia', 'Missouri', 'USA'}"
2747,"Transplant Coordination Unit and Service of Intensive Care, University Hospital Marqués de Valdecilla-IDIVAL, School of Medicine, Universidad de Cantabria, Santander, Cantabria, Spain.","{'Santander', 'Cantabria', 'Spain', 'qués de Valdecilla'}"
2748,"Department of Pathology and Cell Biology, Columbia University Irving Medical Center, New York, NY.","{'Irving Medical Center', 'New York', 'NY'}"
2749,"Department of Nephrology and Kidney Transplantation, RTRS Centaure, Necker Hospital, Assistance Publique-Hôpitaux de Paris, Paris, France.","{'Necker Hospital', 'France', 'de Paris', 'Paris'}"
2750,"Division of Nephrology and Hypertension, Department of Medicine, University of North Carolina, Chapel Hill, North Carolina.","{'North Carolina', 'Chapel Hill'}"
2751,"University of New South Wales, Sydney, New South Wales, Australia.","{'New South Wales', 'Australia', 'Sydney'}"
2752,"Division of Infectious Diseases, Department of Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.","{'Philadelphia', 'lman School of Medicine', 'Pennsylvania', 'USA'}"
2753,"Department of Biochemistry and Molecular Biology, The University of Texas McGovern Medical School at Houston, Houston, Texas.","{'Houston', 'Texas'}"
2754,"Feinberg School of Medicine, Department of Pediatrics, Northwestern University, Chicago, Illinois.","{'Illinois', 'Feinberg School of Medicine', 'Chicago'}"
2755,"Department of Pediatrics, Boston Children's Hospital, Harvard Medical School, Boston, Massachusetts, USA.","{'Massachusetts', 'USA', 'Harvard Medical School', ""Boston Children's Hospital"", 'Boston'}"
2756,"Department of Pharmacy, Columbia University Irving Medical Center",{'Irving Medical Center'}
2757,"Division of Maternal-Fetal Medicine, Women's Health Service Line, Danville, Pennsylvania.","{'Pennsylvania', 'Danville'}"
2758,"Pediatric Nephrology, MARHEA Reference Center, Imagine Institute, Paris University, Necker Hospital, APHP, Paris, France.","{'Necker Hospital', 'France', 'Paris', 'APHP'}"
2759,"Office of Biostatistics Research, National Heart, Lung and Blood Institute, Bethesda, Maryland, USA.","{'Maryland', 'Bethesda', 'USA'}"
2760,"Department of Internal Medicine (Nephrology), Leiden University Medical Center, Leiden, the Netherlands. Electronic address: c.g.n.voorend@lumc.nl.","{'Leiden University Medical Center', 'Netherlands', 'Leiden'}"
2761,"Nashville VA Medical Center, VA Tennessee Valley Healthcare System, Nashville, Tennessee.","{'Nashville', 'Nashville VA Medical Center', 'Tennessee.', 'VA Tennessee Valley Healthcare System'}"
2762,"Division of Nephrology, Department of Medicine, Columbia University Vagelos College of Physicians and Surgeons, New York, NY.","{'New York', 'NY'}"
2763,"Laboratory of Pathophysiology, University of Antwerp, Wilrijk, Belgium.","{'Wilrijk', 'Belgium'}"
2764,"School of Medicine, College of Medicine, National Yang Ming Chiao Tung University, Taipei, Taiwan","{'Taiwan', 'Taipei'}"
2765,"Department of Medicine, Temerty Faculty of Medicine, University of Toronto, Canada.",{'Canada'}
2766,"Pharmaceuticals, Research and Development, Bayer AG, Wuppertal, Germany.","{'Germany', 'Wuppertal'}"
2767,"Herbert Wertheim School of Public Health and Human Longevity Science, UC San Diego, La Jolla, California.","{'California', 'La Jolla'}"
2768,"Division of Transplantation and Advanced Hepatobiliary Surgery, University of Utah, Primary Children's Hospital, Salt Lake City, UT.","{'UT', 'Salt Lake City', ""Primary Children's Hospital""}"
2769,"Immunogenetics Department, Institute for Clinical and Experimental Medicine, Prague, Czech Republic.","{'Czech Republic', 'Prague'}"
2770,"Yale School of Medicine, Department of Surgery, New Haven, Connecticut, USA. Electronic address: gregory.tietjen@yale.edu.","{'Connecticut', 'New Haven', 'USA'}"
2771,"Department of Hepatobiliary Surgery, the First Affiliated Hospital of Chongqing Medical University, Chongqing, People's Republic of China. Electronic address: 395235462@qq.com.","{'Chongqing', 'Hospital', ""People's Republic of China"", 'q'}"
2772,"Division of Abdominal Transplant, Department of Surgery, Duke University, Durham, NC, USA.","{'Durham', 'NC', 'USA'}"
2773,"Department of Transplant and Hepatobiliary Surgery, Henry Ford Health System, Detroit, Michigan, USA","{'Henry Ford Health System', 'Detroit', 'Michigan', 'USA'}"
2774,"Department of Surgery, Stanford University School of Medicine, Palo Alto, California, USA","{'California', 'School of Medicine', 'USA', 'Palo Alto'}"
2775,"Department of Medicine, Division of Nephrology, Zealand University Hospital, Roskilde, Denmark.","{'Roskilde', 'Denmark', 'Zealand University Hospital'}"
2776,"Division of Sleep and Circadian Disorders, Brigham and Women's Hospital, Boston, Massachusetts.","{'Boston', 'Massachusetts'}"
2777,"Physiology Department, European Georges-Pompidou Hospital, APHP",{'European Georges-Pompidou Hospital'}
2778,"Division of Kidney Diseases and Hypertension, George Washington University School of Medicine, Washington, DC.","{'Washington, DC'}"
2779,"University of Montpellier, Department of Nephrology, Dialysis and Transplantation, Montpellier University hospital",{'Montpellier'}
2780,"Dallas Nephrology Associates, Dallas, Texas.","{'Dallas', 'Texas'}"
2781,"Departments of Medicine and Epidemiology and Population Health, Stanford University, Palo Alto, California.","{'California', 'Palo Alto'}"
2782,"UNC Kidney Center , Division of Nephrology and Hypertension , Department of Medicine , University of North Carolina at Chapel Hill, Chapel Hill, North Carolina.","{'North Carolina', 'Chapel Hill'}"
2783,"Department of Pediatrics, Nationwide Children's Hospital, Columbus, Ohio.","{'Ohio', ""Nationwide Children's Hospital"", 'Columbus'}"
2784,"Department of Surgery, University of Colorado - Anschutz Medical Campus, Aurora, Colorado.","{'Colorado', 'Aurora', 'Anschutz Medical Campus'}"
2785,"Transplant Laboratory, Institute for Clinical and Experimental Medicine, Prague, Czech Republic.","{'Czech Republic', 'Prague'}"
2786,"Department of Critical Care Medicine, Maoming People's Hospital, Maoming, China.","{""Maoming People's Hospital"", 'China', 'Maoming'}"
2787,"Nephrology, Dialysis and Transplantation, Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico, Milan, Italy","{'Milan', 'Italy', ""' Granda Ospedale Maggiore Policlinico""}"
2788,"Department of Medicine, Icahn School of Medicine at Mount Sinai, New York, NY.","{'Mount Sinai', 'New York', 'Icahn School of Medicine', 'NY'}"
